sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"During 2022, Amazon helped to launch the Emissions First Partnership, a coalition that is playing an increasingly important role in the standards that govern how we account for and reduce the world’s carbon footprint.",25,Energy Optimization for Amazon Devices > Emissions First Accounting Principles,other,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Combined, this means faster, more cost-effective deployment of clean energy.",25,Advocating for Renewable Energy Solutions,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Throughout 2023, we will identify new technologies that accelerate renewable energy deployment and, ultimately, help us achieve our net-zero carbon emissions goal.",25,Looking Forward,target,firm,"2023,",,2023,,0.5,data/raw/amazon/2022_sustainability_report.pdf
An Amazon fulfillment associate processes an order using a curbside recyclable box.,26,Looking Forward > Reducing Packaging and Waste Packaging,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Our customers want right-sized, easily recyclable packaging that minimizes waste and ensures damage-free delivery.",27,Our Approach,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, this resulted in avoiding approximately 900 metric tons of packaging, equivalent to the weight of six blue whales.",27,Avoiding Packaging in Grocery,other,,900 metric tons,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Where possible, we use lightweight packaging by prioritizing flexible paper bags and envelopes, which are up to 90% lighter than similar-sized, rigid corrugate boxes.",28,"Optimizing with Lighter, More Flexible, and Right-Sized Packaging",other,,90%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Throughout 2022, we scaled automation capabilities to optimize and right-size our packaging selections.",28,"Optimizing with Lighter, More Flexible, and Right-Sized Packaging",target,,"2022,",,2022,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"This decrease also contributed to a 17.1% decrease in average plastic packaging weight per shipment in 2022 across our global operations network, building on the over 7% reduction achieved in 2021.",29,Prioritizing Recyclability and Carbon Impact,achievement,achievement,17.1%,2021,,,0.67,data/raw/amazon/2022_sustainability_report.pdf
We are phasing out padded bags containing plastics in favor of recyclable alternatives.,29,Prioritizing Recyclability and Carbon Impact,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"During 2022, we expanded recyclable paper padded bag use across the U.S. and Canada, replacing 99% of harder-to-recycle padded bags that contain both plastic and paper.",29,Prioritizing Recyclability and Carbon Impact,attribute,,99%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
We eliminated single-use plastic delivery bags for orders shipped from European fulfillment centers and replaced them with curbside-recyclable alternatives.,29,Prioritizing Recyclability and Carbon Impact,attribute,achievement,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
We also eliminated single-use air pillows in Europe and Australia and replaced them with curbside-recyclable paper material.,29,Prioritizing Recyclability and Carbon Impact,attribute,achievement,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Today, approximately 92% of packaging material weight in the U.S. and Canada—excluding produce bags and coolants—is curbside recyclable where programs are available.",29,Prioritizing Recyclability and Carbon Impact,attribute,,92%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
All EU one-way delivery packaging—excluding coolants—is also curbside recyclable.,29,Prioritizing Recyclability and Carbon Impact,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we joined the U.S. Department of Energy’s BOTTLE18 consortium, led by the National Renewable Energy Laboratory (NREL), to develop technology that will enable bio-based and biodegradable plastic recycling.",29,Partnering to Scale,attribute,firm,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"We have made notable progress to date and, as we move through 2023 and beyond, we will seek to continue eliminating packaging through SIOC, reduce waste through automation and right-sizing, and select recyclable materials where possible.",29,Looking Forward,target,firm,2023,,2023,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Global natural resource extraction has more than tripled since 1970 and continues to increase, placing unsustainable pressure on the planet.19 Creating a circular economy, where waste is eliminated, resources are circulated, and nature is regenerated, is critical to transitioning to a more sustainable future.",30,Waste and Circularity,achievement,achievement,1970,,,,0.33,data/raw/amazon/2022_sustainability_report.pdf
"Additionally, in 2022, we launched a centralized waste-collection initiative across select corporate buildings in the U.S. to replace desk-side bins with communal alternatives, which is expected to increase waste diversion by 16%.",32,Noninventory Materials Management,achievement,achievement,16%,,,,0.33,data/raw/amazon/2022_sustainability_report.pdf
"We focus on eliminating excess materials such as steel or plastic, increasing recycled and bio-based content, and planning for repair, reuse, and recycling from the start.",32,AWS Waste Reduction Through Reverse Logistics,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"We became one of the Food Loss and Waste 2030 Champions through the U.S. Environmental Protection Agency (EPA) in 2020, and extended our commitment to reducing food waste to our Europe operations in 2021.",33,Food Waste,other,firm,2030,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Additionally, in early 2023, Amazon UK signed on to the WRAP and IGD Food Waste Reduction Roadmap.",33,Food Waste,other,,"2023,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, Whole Foods Market had active organic diversion programs at 449 locations, which collectively diverted nearly 108,000 tons of food waste from landfills.",33,Food Waste,other,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Amazon’s recyclable, paper-based packaging helps our customers divert waste from landfill.",33,Construction and Demolition Waste > Customer Waste,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2021, we launched a Zero Waste to Landfill program with 10 device supplier sites; in 2022, we expanded it to certify all China-based final assembly sites that manufacture our most popular Echo, Kindle, Fire tablet, and Fire TV devices.",34,Supply Chain Waste,achievement,achievement,"2021,",,,,0.33,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, 12 new sites were certified, bringing our total number of certified supplier sites to 22 at the end of 2022, all of which have achieved UL’s Zero Waste to Landfill certification at Silver or better.",34,Supply Chain Waste,achievement,achievement,"2022,",,,,0.33,data/raw/amazon/2022_sustainability_report.pdf
"We also support the development of a sorting technology to improve plastic packaging recycling through our involvement in the Digital Watermarks Initiative HolyGrail 2.0, driven by AIM—European Brands Association and powered by the Alliance to End Plastic Waste.",34,Partnering for Circularity,other,hedged,2.0,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we joined 4evergreen—a cross-industry alliance working to increase fiber-based packaging recycling—as well as the Circular Economy for Flexible Packaging (CEFLEX) industry consortium.",34,Partnering for Circularity,other,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2023, we will continue to scale waste-reduction and productcircularity programs across our own operations, as well as throughout our supply chain and customer areas.",34,Looking Forward,other,firm,"2023,",,,own operations; supply chain,1.0,data/raw/amazon/2022_sustainability_report.pdf
"Access to water is a fundamental human right, but the United Nations (UN) estimates that by 2050, 52% of the global population will live in water-stressed areas.22 This poses potential health and economic risks for Amazon’s employees, customers, communities, and business.",35,Looking Forward > Protecting Natural ResourcesWater,target,firm,52%,,2050,,0.5,data/raw/amazon/2022_sustainability_report.pdf
Goal Amazon Web Services (AWS) has committed to being water positive by 2030.,35,Looking Forward > Protecting Natural ResourcesWater,target,firm,,,2030,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"For example, AWS has a goal to be water positive by 2030 through increasing water availability at and around operational sites.",36,Our Approach,target,,2030,,2030,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"We will achieve this by improving efficiency, using moresustainable sources such as recycled water, returning water for community reuse, and supporting replenishment projects.",36,Our Approach,attribute,firm,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"We seek to reduce potable water consumption where possible, relying on alternatives like recycled water and rainwater harvesting.",36,Using More-Sustainable Water Sources,attribute,hedged,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"As of 2022, 20 data centers use recycled wastewater in cooling systems—16 in Virginia, two in California, and two in Singapore.",36,Using More-Sustainable Water Sources,attribute,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In several regions, we partner with community stakeholders to expand recycled water infrastructure.",36,Using More-Sustainable Water Sources,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we worked with local government and water utilities in Loudoun County, Virginia, to expand the infrastructure network that delivers recycled water to the community.",36,Using More-Sustainable Water Sources,attribute,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, AWS completed projects with Water.org and WaterAid to provide clean water and sanitation to over 290,000 people across India and Indonesia.",36,Investing in Water Replenishment,achievement,achievement,"2022,",,,,0.33,data/raw/amazon/2022_sustainability_report.pdf
"In addition to supporting the creation of the Fund, Amazon’s $10 million planned contribution will directly empower 1 million people with water access by 2025.",36,Investing in Water Replenishment,target,firm,10 million,,2025,,0.5,data/raw/amazon/2022_sustainability_report.pdf
This will provide 3 billion liters of water in water-scarce areas annually and represents one of the largest private investment portfolios in water and climate to date.,36,Investing in Water Replenishment,other,firm,3 billion,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"To reduce water use in India operations, we have an active stewardship program and have adopted the Water Neutrality Index (WNI)23 as a key metric.",37,"Operations, Physical Stores, and Offices",other,,23,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"As of 2022, India operations achieved a WNI score of 1 for 212 in-scope operations facilities24 and aims to achieve water positivity25 for these same facilities in 2023.",37,"Operations, Physical Stores, and Offices",other,hedged,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Adam Selipsky, CEO of AWS, at the 2022 re:Invent conference where AWS announced its goal to be water positive by 2030.",37,"Operations, Physical Stores, and Offices",target,,2022,,2030,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2021, UK operational facilities implemented an active water leak detection program to proactively identify and address issues.",37,"Operations, Physical Stores, and Offices",other,,"2021,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"By the end of 2022, 38 Whole Foods Market stores installed a new defrosting system that recycles meltwater instead of allowing it to run down the drain.",37,Physical Stores,target,achievement,"2022,",,2022,,0.5,data/raw/amazon/2022_sustainability_report.pdf
This new system can reduce up to 98.5% of water use associated with defrosting.,37,Physical Stores,other,,98.5%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
Amazon set new standards for construction design in the U.S. to reduce indoor water use by 40% versus a Leadership in Energy and Environmental Design (LEED) baseline.,37,Corporate Offices,other,,40%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"The recycling systems in Met Park alone are designed to save over 8.2 million gallons of water annually, while groundwater heat exchange will reduce annual cooling tower water usage by 720,000 gallons.",37,Corporate Offices,other,firm,8.2 million,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"The terrace gardens at our headquarters in Arlington, Virginia, feature recycled greywater systems for irrigation.",37,Looking Forward,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"We also became a founding investor of Open Supply Hub in 2022, an accessible, collaborative supply chain-mapping platform, used and populated by stakeholders across sectors and supply chains.",43,Our Approach,other,,"2022,",,,supply chain,1.0,data/raw/amazon/2022_sustainability_report.pdf
"During 2022, we maintained our involvement with the ILO’s Sustaining Competitive and Responsible Enterprises (SCORE) program to improve productive, healthy, and safe working environments among smalland medium-sized manufacturers.",45,Safe and Healthy Workplaces,other,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we updated our Supply Chain Standards to include stronger expectations around fair wages and benefits.",45,Fair Wages,other,,"2022,",,,supply chain,1.0,data/raw/amazon/2022_sustainability_report.pdf
"Through a partnership with international nonprofit PATH, we implemented a project in Vietnam to help address the impacts of COVID-19 on workers in our supply chain.",45,Fair Wages > Improving Supplier Health,other,,19,,,supply chain,1.0,data/raw/amazon/2022_sustainability_report.pdf
"By the end of 2022, Swasti reached 2,288 workers in Amazon’s India supply chain.",45,Fair Wages > Improving Supplier Health,target,achievement,"2022,",,2022,supply chain,0.75,data/raw/amazon/2022_sustainability_report.pdf
"In December of 2022, Amazon Private Brands and Whole Foods Market publicly committed to limit deforestation risks in food, grocery, and consumable Private Brands products containing palm oil, soy, paper products, beef, cocoa, coffee, and tea.",49,Our Approach,other,firm,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"To ensure better standards for cotton more widely, we continue to sponsor and participate in the Responsible Sourcing Network’s due diligence initiative, YESS (Yarn Ethically & Sustainably Sourced), to identify and address forced labor in cotton production.",49,Our Approach,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, YESS released its first Standard for Fabric Mills and an updated Standard for Spinning Mills, enhancing efforts to improve cotton supply chain due diligence.",49,Our Approach,other,,"2022,",,,supply chain,1.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we joined the Copper Mark, which oversees the world’s only comprehensive social and environmental assurance program for the copper industry.",49,Our Approach,other,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
Amazon and Whole Foods Market fresh and frozen beef sourced from regions with low deforestation risk or with full supply chain traceability in our Grocery Private Brands in North America and Europe by the end of 2025.,50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,supply chain,0.5,data/raw/amazon/2022_sustainability_report.pdf
"For Grocery Private Brands selection in North America and Europe, cocoa products such as chocolate bars, baking chocolate, and trail mix certified against sustainability standards by Rainforest Alliance, Fairtrade International, Fair Trade USA, or other independently verified third-party certifications (such as Cocoa Horizons) by 2025.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"For Grocery Private Brands selection in North America and Europe, all coffee (including instant and ready-to-drink coffees) certified against sustainability standards by Rainforest Alliance, Fairtrade International, or Fair Trade USA by 2025.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,,0.25,data/raw/amazon/2022_sustainability_report.pdf
Source all cotton for Amazon Private Brands apparel products from more-sustainable sources by the end of 2022.,50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2022,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"We define more sustainable as sourced from recycled materials, from farms certified as producing organic cotton, or through the Better Cotton Initiative.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
Source all leather for our Amazon Private Brands apparel and shoe products from more-sustainable sources by the end of 2023.,50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2023,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Source all man-made cellulosic fibers—including rayon, viscose, lyocell, and modal—for Amazon Private Brands apparel products from more-sustainable sources by the end of 2022.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2022,,0.25,data/raw/amazon/2022_sustainability_report.pdf
Amazon and Whole Foods Market fresh and frozen beef sourced from regions with low deforestation risk or with full supply chain traceability in our Grocery Private Brands in North America and Europe by the end of 2025.,50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,supply chain,0.5,data/raw/amazon/2022_sustainability_report.pdf
"For Grocery Private Brands selection in North America and Europe, cocoa products such as chocolate bars, baking chocolate, and trail mix certified against sustainability standards by Rainforest Alliance, Fairtrade International, Fair Trade USA, or other independently verified third-party certifications (such as Cocoa Horizons) by 2025.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"For Grocery Private Brands selection in North America and Europe, all coffee (including instant and ready-to-drink coffees) certified against sustainability standards by Rainforest Alliance, Fairtrade International, or Fair Trade USA by 2025.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,,0.25,data/raw/amazon/2022_sustainability_report.pdf
Source all cotton for Amazon Private Brands apparel products from more-sustainable sources by the end of 2022.,50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2022,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"We define more sustainable as sourced from recycled materials, from farms certified as producing organic cotton, or through the Better Cotton Initiative.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
Source all leather for our Amazon Private Brands apparel and shoe products from more-sustainable sources by the end of 2023.,50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2023,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Source all man-made cellulosic fibers—including rayon, viscose, lyocell, and modal—for Amazon Private Brands apparel products from more-sustainable sources by the end of 2022.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2022,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"All 365 by Whole Foods Market-brand food items containing palm oil, palm kernel oil, palm fruit oil and palm shortening are produced using sustainable oil products.",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,other,,365,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Polyester Increase the use of recycled fabrics in Amazon Private Brands apparel products, including moving from conventional to recycled polyester, and launching products made from innovative recycled fibers.",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"We are increasing the use of recycled fabrics in Amazon Private Brands apparel products, including moving from conventional to recycled polyester.",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
We are working with a third-party advisor to analyze soy used in our complex supply chain and will share more information by the end of 2023.,51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,firm,,,2023,supply chain,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Tea For Grocery Private Brands selection in North America and Europe, all bagged tea certified against sustainability standards by Rainforest Alliance, Fairtrade International, or Fair Trade USA by 2025.",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"In North America and Europe, Grocery Private Brands are committed to sourcing paper products such as paper towels, toilet paper, and facial tissue that are certified against sustainability standards, or as recycled by organizations such as the Forest Stewardship Council (FSC), Sustainable Forestry Initiative (SFI), and Programme for the Endorsement of Forest Certification (PEFC).",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,firm,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
Make all 365 by Whole Foods Market paper products either from 100% recycled materials or certified by FSC.,51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,100%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
We are conducting further analysis of the paper packaging used in our Grocery Private Brands and will share more information by the end of 2023.,51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,firm,,,2023,,0.25,data/raw/amazon/2022_sustainability_report.pdf
All 365 by Whole Foods Market paper products (paper towels and toilet paper) are either made from 100% recycled materials or certified by FSC.,51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,100%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
This includes designing our devices with carbon reduction in mind and manufacturing them using responsibly sourced materials.,52,Materials and Agricultural Commodities Sourcing > Innovating Our Products and Services Product Sustainability,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, Amazon became the first consumer electronics company to commit to addressing device electricity use through renewable energy development, starting with our Echo devices.",52,Reducing the Carbon Impact of Devices,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we announced a collaboration with the Carbon Trust to establish technical specifications for decarbonizing the use phase of Amazon devices.",52,Reducing the Carbon Impact of Devices,other,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"We will set practical, impactful steps for mitigating emissions at the customer stage of the device lifecycle, aiming to launch a completed standard in 2023.",52,Reducing the Carbon Impact of Devices,other,firm,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Through imec’s Sustainable Semiconductor Technologies and Systems (SSTS) program, we are developing consistent measurement methods, dataexchange standards, and a collaborative net-zero carbon roadmap for fabless system companies and fab, material, and equipment providers.",52,Reducing the Carbon Impact of Devices,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
We incorporate recycled materials into many new devices.,52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, we set a very ambitious goal to make Amazon device packaging 100% recyclable by 2023, a first for the consumer electronics industry.",52,Device Materials Sourcing Standards,target,,100%,,2023,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Of our 2022 product launches, 79.5% (31 of 39) had 100% recyclable packaging.",52,Device Materials Sourcing Standards,attribute,,79.5%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we implemented additional smelter due diligence protocols as we work toward certifying 100% of tin, tungsten, tantalum, and gold mineral smelters and refiners in our supply chain using a recognized minerals assurance program.",52,Device Materials Sourcing Standards,other,,100%,,,supply chain,1.0,data/raw/amazon/2022_sustainability_report.pdf
"Amazon is increasing recycled content in our devices, including Echo, Fire TV, Fire tablet, Kindle, and smart home products.",52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
This includes designing our devices with carbon reduction in mind and manufacturing them using responsibly sourced materials.,52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, Amazon became the first consumer electronics company to commit to addressing device electricity use through renewable energy development, starting with our Echo devices.",52,Reducing the Carbon Impact of Devices,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
We incorporate recycled materials into many new devices.,52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we announced a collaboration with the Carbon Trust to establish technical specifications for decarbonizing the use phase of Amazon devices.",52,Device Materials Sourcing Standards,other,,"2022,",,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"We will set practical, impactful steps for mitigating emissions at the customer stage of the device lifecycle, aiming to launch a completed standard in 2023.",52,Device Materials Sourcing Standards,other,firm,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Through imec’s Sustainable Semiconductor Technologies and Systems (SSTS) program, we are developing consistent measurement methods, dataexchange standards, and a collaborative net-zero carbon roadmap for fabless system companies and fab, material, and equipment providers.",52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, we set a very ambitious goal to make Amazon device packaging 100% recyclable by 2023, a first for the consumer electronics industry.",52,Device Materials Sourcing Standards,target,,100%,,2023,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Of our 2022 product launches, 79.5% (31 of 39) had 100% recyclable packaging.",52,Device Materials Sourcing Standards,attribute,,79.5%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"In 2022, we implemented additional smelter due diligence protocols as we work toward certifying 100% of tin, tungsten, tantalum, and gold mineral smelters and refiners in our supply chain using a recognized minerals assurance program.",52,Device Materials Sourcing Standards,other,,100%,,,supply chain,1.0,data/raw/amazon/2022_sustainability_report.pdf
"Amazon is increasing recycled content in our devices, including Echo, Fire TV, Fire tablet, Kindle, and smart home products.",52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Since 2020, many of our Echo, Fire TV, Fire tablet, Kindle e-reader, and smart home devices and accessories have received sustainability certifications included in the Climate Pledge Friendly program.",53,Device Certifications,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Many of these products qualified for the Climate Pledge Friendly badge by achieving the Carbon Trust’s Reducing CO2 certification, which highlights products with an associated carbon footprint that is decreasing annually.",53,Device Certifications,target,firm,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"As of December 2022, the Climate Pledge Friendly program added 16 certifications, giving selling partners 52 ways to qualify for Climate Pledge Friendly.",53,Climate Pledge Friendly Product Certification,target,firm,"2022,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"The new certifications recognize improvements in at least one aspect of sustainability, from recycled content to energy efficiency.",53,Climate Pledge Friendly Product Certification,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"We have enabled 19 shopping features, such as new search functions and clearer digital badges, to highlight Climate Pledge Friendly products.",53,Customer Shopping Experience,target,firm,19,,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Customers can now shop for products across Apparel, Home, Electronics, and Kitchen categories, meaning customers now have access to 550,000 Climate Pledge Friendly products, up from 250,000 in 2021.",53,Customer Shopping Experience,target,firm,"550,000",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"As of December 2022, the Climate Pledge Friendly program added 16 certifications, giving selling partners 52 ways to qualify for Climate Pledge Friendly.",53,Looking Forward,target,firm,"2022,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"The new certifications recognize improvements in at least one aspect of sustainability, from recycled content to energy efficiency.",53,Looking Forward,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Since 2020, many of our Echo, Fire TV, Fire tablet, Kindle e-reader, and smart home devices and accessories have received sustainability certifications included in the Climate Pledge Friendly program.",53,Device Certifications,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"We have enabled 19 shopping features, such as new search functions and clearer digital badges, to highlight Climate Pledge Friendly products.",53,Customer Shopping Experience,target,firm,19,,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Customers can now shop for products across Apparel, Home, Electronics, and Kitchen categories, meaning customers now have access to 550,000 Climate Pledge Friendly products, up from 250,000 in 2021.",53,Customer Shopping Experience,target,firm,"550,000",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
