sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional
We will provide 1.5 million people with access to clean water and sanitation services by 2030.,27,Water positive by 2030 Our commitment > Increasing access to water,target,firm,1.5 million,2030,2030,,0.75,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we contracted for replenishment projects that are estimated to provide more than 15.6 million m cubed in volumetric water benefit over the lifetime of these projects.",27,Water positive by 2030 Our commitment > 15.6 million m cubed of water replenishment,other,,15.6 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Since the inception of this program, we have contracted for projects that are estimated to provide more than 35 million m cubed in volumetric water benefit over the lifetime of these projects.",27,Water positive by 2030 Our commitment > 15.6 million m cubed of water replenishment,other,,35 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"By the end of FY22, we provided more than 550,000 people with access to clean water and sanitation solutions in Brazil, India, Indonesia, and Mexico and reached just under one million people by the end of the calendar year 2022.",27,Water positive by 2030 Our commitment > Water access for 1 million people,achievement,achievement,"550,000",,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we consumed nearly 6.4 million m cubed of water from our operations.",28,Water positive by 2030 Our commitment > Water access for 1 million people,other,,6.4 million,,,own operations,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we contracted for replenishment projects that are estimated to provide more than 15.6 million m cubed in volumetric water benefit over the lifetime of these projects.",28,Water positive by 2030 Our commitment > Learn more in the Environmental Data Fact Sheet,other,,15.6 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Since year one, we have contracted 27 replenishment programs in water-stressed basins, which are contracted to deliver more than 35 million m cubed of replenishment over their lifetime.",29,"South Africa 16,408 > United States",other,,35 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Water usage effectiveness (WUE) is a key metric relating to the efficient and sustainable operations of our datacenters and is a crucial aspect as we work towards our commitment to be water positive by 2030.,30,Designing for efficiency > Increasing efficiency in existing systems,target,firm,,,2030,,0.25,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"At our Silicon Valley campus, which is pursuing net-zero water certification and is on track to be one of first tech campuses to secure this certification, we operate a water treatment plant to process on-site grey and black water for reuse and have established a water budget to quantify the amount of water captured, recycled, and reused on-site.",31,Designing for efficiency > Recycling and reusing water,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
We also continue to move forward on plans to access municipal recycled water for landscaping and plumbing at LinkedIn’s Mountain View headquarters.,31,Designing for efficiency > Procuring reclaimed water from utilities,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
We are currently testing municipal recycled water quality to confirm on-site treatment requirements.,31,Designing for efficiency > Procuring reclaimed water from utilities,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"This project is anticipated to save approximately 30,500 m cubed of potable water annually when implemented, which we expect to be completed in 2023.",31,Designing for efficiency > Procuring reclaimed water from utilities,achievement,achievement,"30,500",,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"At the component level, we’re testing new biodegradable materials to empower greater circularity of our servers and exploring microfluidics to cool chips more efficiently.",32,Designing for efficiency > Pioneering liquid immersion cooling,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Four new air-to-water generators were installed at our Hyderabad campus in 2020 and 2021, each has an installed capacity of 500 liters.",32,Designing for efficiency > Investing in air-to-water generation,achievement,achievement,500 liters,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We have contracted for 27 replenishment projects, totaling more than 35 million m cubed of potential volumetric water benefit and have invested $7 million in the program overall.",33,Replenishing water,other,,35 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we invested in six new projects, which are expected to replenish more than 15 million m cubed of water in the next decade.",33,Replenishing water,other,,15 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"To date, we have contracted for 27 replenishment projects, totaling more than 35 million m cubed of potential volumetric water benefit and have invested $7 million in the program overall.",33,Replenishing water,other,,35 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
The project will support expanded applications of Internet of Things (IoT)-based satellite moisture and irrigation management systems on 360 hectares of private irrigated family farms to decrease water pumping and diversion.,33,"Replenishing water > Improving precision agriculture in Santiago, Chile",other,firm,360 hectares,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
We continue to make progress towards our commitment to provide 1.5 million people with access to safe drinking water and sanitation solutions by 2030.,34,Improving access to water,target,firm,1.5 million,2030,2030,,0.75,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In 2020, we committed to providing Water.org with $3 million over three years to provide micro-loans to cover a range of solutions, such as installation of household taps and toilets, rainwater harvesting, storage and well restoration for communities and schools.",34,Improving access to water,other,firm,3 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Every year, people consume 100 billion tons of materials, and in 2020 only 8.6 percent of those materials were cycled back into the economy after use, according to the 2022 Circularity Gap Report.",37,Getting to zero waste > Our approach,other,,100 billion,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"To reach our commitment to become a zero waste company by 2030, Microsoft is taking an increasingly circular approach to materials management to reduce waste and carbon emissions.",37,Getting to zero waste > Our approach,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We are increasing the use of recycled and recyclable content, reducing hazardous substances, and designing out waste.",37,Getting to zero waste > Our approach,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we diverted 12,159 metric tons of solid waste from landfills and incinerators.",37,Getting to zero waste > Our approach,other,,"12,159 metric tons",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"12,159 In FY22, we diverted 12,159 metric tons of solid waste from landfills and incinerators.",37,Getting to zero waste > Our approach,other,,"12,159 metric tons",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We will achieve 90 percent diversion of operational waste at datacenters and campuses, and 75 percent diversion for all construction and deconstruction projects by 2030.",38,Zero waste by 2030 across our direct waste footprint > Driving to zero waste operations,target,firm,90 percent,2030,2030,,0.75,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We will design Surface devices, Xbox products and accessories, and all Microsoft product packaging to be 100 percent recyclable in OECD countries by 2030.",38,Zero waste by 2030 across our direct waste footprint > Making fully recyclable products and packaging,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Zero waste campuses In FY22, we piloted a durables-first campaign in Dublin and Puget Sound, focusing on replacing items such as single-use cups and takeaway containers with reusable solutions.",38,Zero waste by 2030 across our direct waste footprint > Other achievements,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we diverted 12,159 metric tons of solid waste from landfills and incinerators across our owned datacenters and campuses.",38,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",other,,"12,159 metric tons",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we renewed Zero Waste certifications for our San Antonio, Texas; Quincy, Washington; Boydton, Virginia; and Dublin, Ireland datacenter locations.",38,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Our Redmond campus has been Zero Waste certified for six consecutive years.,38,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Our reuse and recycle rates of servers and components across all cloud hardware reached 82 percent in FY22.,38,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",achievement,achievement,82 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We reduced single-use plastics in our Microsoft product packaging by more than 29 percent, a decrease from 4.7 percent to 3.3 percent by weight (on average) of plastic per package in FY22.",38,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",achievement,achievement,29 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Devices Recycled materials in devices Without compromising on our design and quality, we constantly evaluate any opportunities for recycled materials.",38,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"For example, many of our PC accessories contain recycled materials, including the new Microsoft Adaptive Accessories and Audio Dock, both made with at least 30 percent post-consumer recycled plastic resin.",38,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",attribute,,30 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, Microsoft’s diversion rate increased to 84.9 percent and we diverted more than 12,100 metric tons of waste from being landfilled or incinerated.",39,"Zero waste by 2030 across our direct waste footprint > 12,159 metric tons of operational waste",other,,84.9 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, Microsoft increased reuse and recycling of servers and components to 82 percent.",39,Zero waste by 2030 across our direct waste footprint > Learn more in the Environmental Data Fact Sheet,other,,82 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Expansion of our Circular Centers program and investments in systems and policy changes will further enable us to achieve our 90 percent reuse and recycling target of servers and components by 2025.,39,Zero waste by 2030 across our direct waste footprint > Learn more in the Environmental Data Fact Sheet,target,firm,90 percent,,2025,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we achieved a rate of over 94 percent recyclability and decreased single-use plastics to just over three percent across all Microsoft product packaging.",40,Zero waste by 2030 across our direct waste footprint > Waste Table 3 Designing our product packaging for circularity,achievement,achievement,94 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"To meet our commitment to being zero waste by 2030, we are reducing, reusing, and recovering waste in our campuses and datacenters.",41,Reducing our waste footprint,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
A critical piece of achieving our zero waste goal is managing cloud hardware at our growing fleet of datacenters.,41,Reducing our waste footprint > Reducing waste in our cloud hardware,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Our Amsterdam Circular Center model achieved reuse and recycle of 82 percent of all decommissioned assets in FY22.,41,Reducing our waste footprint > Reusing and recycling cloud hardware,achievement,achievement,82 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"To enact these principles at scale, we developed a patent-pending Intelligent Disposition and Routing System (IDARS) that establishes and executes a zero waste plan for our cloud hardware assets.",41,Reducing our waste footprint > Developing technology to drive a circular cloud,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"This specification outlines the sustainability guidelines, including energy and material efficiency requirements, that suppliers must follow when designing hardware for the Microsoft Cloud, such as the use of post-consumer recycled (PCR) plastics and use of recycled content requirements in some packaging.",41,Reducing our waste footprint > Defining design requirements for cloud hardware,attribute,firm,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Using our current hardware data collection process, we can now digest data such as weights, material type, and recycled content that can be used for regulatory purposes and to enable our suppliers to deliver energy and material efficient hardware contributing to carbon and waste reduction.",41,Reducing our waste footprint > Defining design requirements for cloud hardware,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
We are partnering with suppliers on more sustainable material innovations.,42,Reducing our waste footprint > Innovating with suppliers on materials,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In our hardware supply chain, we are working on using 100 percent recycled tin solder paste and 100 percent recycled gold in our printed circuit boards.",42,Reducing our waste footprint > Innovating with suppliers on materials,attribute,,100 percent,,,supply chain,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"As we make progress towards our goal of 100 percent recyclability of Surface devices and Xbox consoles and accessories, we are engaged with the electronics recycling industry to learn about and improve how our products are recycled at end of life.",42,Reducing our waste footprint > Designing for recyclability,attribute,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Microsoft is committed to making fully recyclable packaging for our products by 2030.,42,Reducing our waste footprint > Reducing plastic packaging waste,target,firm,,,2030,,0.25,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we reduced single-use plastics in our Microsoft device packaging by 29.8 percent, a reduction from 4.7 percent to 3.3 percent by weight (on average) of plastic per package.",42,Reducing our waste footprint > Reducing single-use plastics in device packaging,achievement,achievement,29.8 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We made significant progress on our journey to eliminate single-use plastic packaging, introducing several 100 percent plastic-free packages during the year including the Surface Adaptive Kit and Microsoft Ocean Plastic mouse.",42,Reducing our waste footprint > Reducing single-use plastics in device packaging,attribute,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
This packaging is made from 100 percent renewable materials and fully recyclable.,42,Reducing our waste footprint > Reducing single-use plastics in device packaging,attribute,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, our product packaging was on average 94.4 percent recyclable in OECD countries.",42,Reducing our waste footprint > Reducing single-use plastics in device packaging,attribute,,94.4 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Our most recent wave of Surface Laptop 5 and Pro 9 retail packages use less than one percent plastic (by weight) and are over 99 percent recyclable.,42,Reducing our waste footprint > Reducing single-use plastics in device packaging,attribute,,99 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
All virgin paper/fiber used for these packages is certified as responsibly sourced.,42,Reducing our waste footprint > Reducing single-use plastics in device packaging,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"29.8% In FY22, we reduced single-use plastics in our Microsoft device packaging by 29.8 percent.",42,Reducing our waste footprint > Reducing single-use plastics in device packaging,achievement,achievement,29.8%,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Getting to zero waste at our campuses and datacenters requires more ambitious efforts to reduce as much waste as we can, reuse products to extend use life, and recycle or compost wherever possible.",43,Reducing our waste footprint > Reducing operational waste,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Our Puget Sound campus has been Zero Waste certified since 2016.,43,Reducing our waste footprint > Transforming to zero waste campuses,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"The goals are to reduce preand post-consumer food waste, avoid waste collection contamination, reduce packaging in kitchen deliveries, transition all parts of the program to 100 percent reusable dishware, and eliminate single-use packaging in micro kitchens.",43,Reducing our waste footprint > Transforming to zero waste campuses,other,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Zero waste San Antonio, Quincy, Boydton, and Dublin datacenter locations all renewed their zero waste certifications in FY22.",43,Reducing our waste footprint > Transforming to zero waste campuses,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Microsoft has a goal to achieve 90 percent reuse or recycle of our cloud computing hardware assets by 2025.,43,Reducing our waste footprint > Achieving zero waste datacenters,target,,90 percent,,2025,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In FY22, we renewed Zero Waste certifications for our San Antonio, Quincy, Boydton, and Dublin, datacenter locations.",43,Reducing our waste footprint > Achieving zero waste datacenters,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"As we pursue our zero waste and circularity goals, we also look for opportunities to provide community co-benefits where we operate.",43,Reducing our waste footprint > Going beyond our operations,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Atlanta's Zero Waste Westside initiative, sponsored with Microsoft grant funding, shows the power of justicecentered community-led sustainability enterprises.",43,Reducing our waste footprint > Going beyond our operations,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"As we pursue our zero waste and circularity goals, we also look for opportunities to provide community co-benefits where we operate.",43,Reducing our waste footprint > Going beyond our operations,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We have a goal of 75 percent construction and deconstruction waste diversion for all projects, including tenant improvement, and 90 percent diversion for core and shell projects over 75,000 square feet.",43,Reducing our waste footprint > Improving our diversion rates,other,,75 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Microsoft will use roadmaps across the company to enable key activities that result in zero waste outcomes that center circularity.,45,What’s next > 1 Acceleratingprogress towards zero waste by 2030,attribute,firm,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In efforts to further accelerate progress towards our zero waste and Scope 3 carbon reduction commitments, we are working across the enterprise and with external partners to prioritize actions that align with our circular strategy.",45,What’s next > 2 Expanding our circular strategy across Microsoft,attribute,,,,,Scope 3,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"These new systems will allow for better data such as weights, material type, and recycled content, ensuring regulatory compliance and supporting decision making around driving circular economy initiatives.",45,What’s next > 3 Streamlining our collection systems,attribute,firm,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We will continue to build on existing community partnerships, such as our partnership with Zero Waste Westside, and explore new ones in communities we operate in to create opportunities for economic inclusion and community well-being.",45,What’s next > 4 Growing the scope and impact of our environmental justice initiatives,attribute,firm,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"To further our progress towards our zero waste objectives, our Cloud Logistics Team has undertaken a deeply collaborative process with stakeholders from across the enterprise to source and design world class reusable solutions for the safe and sustainable transportation of Microsoft's server racks.",45,What’s next > 5 Redesigning cloud rack packaging,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Today, the transportation of each server rack from integration to our datacenters results in over 100kg of packaging waste.",45,What’s next > 5 Redesigning cloud rack packaging,other,,100kg,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Designing for circularity accelerates our path to zero waste by 2030.,45,What’s next > 5 Redesigning cloud rack packaging,target,,,,2030,,0.25,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Microsoft directly operates on approximately 11,000 acres of land around the world, and we recognize that our own land footprint has an impact on ecosystems.",46,Protecting more land than we use > Our approach,other,,"11,000 acres",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We protected 12,270 acres of land in 2022, exceeding our land use footprint.",47,of total land protected acres > Protecting acres of land,other,,"12,270 acres",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Last year, we contributed to the TNC Belize Maya Forest Project (BMF) to protect an additional 236,000 acres in a global biodiversity hotspot.",48,Taking responsibility for our land footprint > Protecting the Belize Maya Forest,other,,"236,000 acres",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In 2022, we improved the efficiency of Microsoft Azure, decreased the carbon intensity of Microsoft 365 cloud services, and launched the world's first “carbonaware” updates in a PC operating system in September as part of the Windows 11 launch.",53,Customer sustainability > Advancing climate aware software engineering,achievement,achievement,"2022,",,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In 2022, TerraPraxis and Microsoft entered a strategic collaboration to repurpose over 2,400 coal-fired power plants around the world to run on carbon-free energy.",55,Microsoft Cloud for Sustainability > Enabling partner solutions,attribute,,"2022,",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
The partnership will help to accelerate the transition of one of the world's largest sources of carbon to zero emissions.,55,Microsoft Cloud for Sustainability > Enabling partner solutions,attribute,firm,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
25% We are reducing idle power consumption of servers when they are not actively being used and expect up to a 25 percent reduction in energy usage for these unallocated servers.,56,Green software,other,firm,25%,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,True,False
"We expect up to a 25 percent reduction in energy usage for these unallocated servers, with a corresponding reduction in Scope 2 emissions.",56,Green software > Improving cloud energy efficiency,other,,25 percent,,,Scope 2,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"This initiative has the potential to reduce datacenter hardware needs, and the associated embodied carbon, by more than 30 percent.",56,Green software > Improving cloud resource utilization,other,,30 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"As disclosed in this white paper, we use the data powering the Emissions Impact Dashboard for Microsoft 3658 to estimate that the datacenter carbon intensity per gigabyte of data stored in SharePoint and OneDrive per month decreased by more than 30 percent9 over the course of FY22.",57,Green software > Decreasing the carbon intensity of Microsoft 365,other,,30 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"It is estimated that by 2025, Microsoft Azure will run on 100 percent renewable energy.",58,Reducing carbon intensity of devices and gaming > Reducing emissions with cloudpowered computing,target,firm,100 percent,,2025,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"In 2022, Microsoft launched our Xbox app on Samsung 2022 Smart TVs, enabling users to play hundreds of cloud-enabled Xbox Game Pass games like Halo Infinite, Forza Horizon 5, and Microsoft Flight Simulator without the need for a console, and soon benefiting from the impressive renewable energy commitments in Azure.",58,Reducing carbon intensity of devices and gaming > Reducing emissions with cloudpowered computing,achievement,achievement,"2022,",2022,,,0.67,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Last year, we released Shutdown (energy saving) mode for Xbox, which became the default power experience in November 2021 and has been adopted by 39 percent of our consoles.",59,Sustainable devices,other,,39 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Each device we sell is a complex amalgamation of new and recycled materials, manufacturing and assembly processes, distribution, lifetime product usage, and eventual disposition.",59,Sustainable devices > Building a data-driven carbon platform,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"We trial new materials in individual products, and if successful, we expand their use across our broader portfolio—such as in Windows Dev Kit 2023, an ARMbased developer kit featuring 20 percent recycled ocean plastic11, a material first proven in our Ocean Plastic Mouse.",59,"Sustainable devices > Testing lower-carbon, circular design",attribute,,20 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"Without compromising on our design and quality, we routinely evaluate opportunities for the use of recycled material content.",59,Sustainable devices > Incorporating recycled materials in devices,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"For example, many of our PC accessories contain recycled plastic, including our new Adaptive Accessories and Audio Dock, which are both made with at least 30 percent post-consumer recycled plastic resin.",59,Sustainable devices > Incorporating recycled materials in devices,attribute,,30 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
Enabling these localized repair hubs has led to quantifiable reductions in reverse logistics emissions (over 10 percent in some cases).,60,Sustainable devices > Designing for repairability,other,,10 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"These reductions resulted from 12 suppliers switching to renewable energy, with six converting to 100 percent renewable energy.",60,Sustainable devices > Designing for repairability,other,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False
We are partnering with suppliers on more sustainable material innovations.,60,Sustainable devices > Innovating materials with suppliers,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
"For example, in our hardware supply chain, we are working on using 100 percent recycled tin solder paste and 100 percent recycled gold in our printed circuit boards.",60,Sustainable devices > Innovating materials with suppliers,attribute,,100 percent,,,supply chain,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False
