sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional
It reviews and monitors performance against our strategy and net zero ambition and aims.,51,Embedding sustainability > The board,target,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"In 2021, CMI published its final Net-Zero America report, which outlines five distinct technological pathways for the US to decarbonize its energy system.",53,Engaging with our stakeholders > Getting to net zero,attribute,,"2021,",,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"In 2021, Princeton kicked off a new project to investigate how land-based climate solutions can be deployed to maximize carbon storage on land while simultaneously maintaining global biodiversity, clean energy and food security.",53,Engaging with our stakeholders > Getting to net zero,attribute,,"2021,",,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
The outcome of the first CA100+ Net Zero Corporate Benchmark exercise was released in March 2021. bp was one of only three companies that achieved ratings of at least ‘partial’ across the nine assessed indicators.,53,Engaging with our stakeholders > Getting to net zero,attribute,achievement,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
Institutional Investors Group for Climate Change – We contributed to the development of the Institutional Investors Group for Climate Change (IIGCC) net zero standard for the oil and gas sector.,53,Engaging with our stakeholders > Getting to net zero,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
We are currently participating in a pilot that is expected in time to inform the CA100+ Net Zero Corporate Benchmark.,53,Engaging with our stakeholders > Getting to net zero,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
Science-Based Targets initiative – We engaged with the Science-Based Targets initiative (SBTi) as they developed their Net Zero Standard.,54,Engaging with our stakeholders > Getting to net zero,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
This initiative aims to accelerate the use and production of hydrogen for the future net zero energy system.,54,Engaging with our stakeholders > Getting to net zero,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"Business for Social Responsibility – We participate in the Energy for a Just Transition collaboration led by Business for Social Responsibility and the B Team, and have supported the initiation and development of the collaboration throughout 2021.",54,Engaging with our stakeholders,target,,,2021,2021,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"We participated in a number of WBCSD initiatives focused on net zero, circular economy, solar energy and NbS and NCS.",54,Engaging with our stakeholders > Caring for our planet,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
