sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"We are focused on offering low-emissions usage options such as Energy-saving mode on Xbox, which can reduce power usage during standby mode from 15 W down to 0.5–2 W, as well as Xbox Cloud Gaming, which will be powered by Azure datacenters running on 100% renewable energy by 2025.",28,Getting to carbon negative (continued) > Boosting efficiency of devices in use,target,firm,100%,,2025,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In July 2021, 87 percent of Microsoft’s in-scope suppliers reported their emissions to CDP, up 12 percent from 2020.",29,Getting to carbon negative (continued) > Engaging with suppliers on reduction roadmaps,other,,87 percent,2020,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In 2021, we released a set of in-depth capacity-building tools and resources to help our suppliers report their GHG emissions, develop clean energy strategies, and reduce their energyrelated emissions.",29,Getting to carbon negative (continued) > Engaging with suppliers on reduction roadmaps,attribute,,"2021,",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In response, we released a set of in-depth capacity-building tools and resources, developed in partnership with ENGIE Impact, WSP, and CDP to help companies, and particularly our suppliers, report their GHG emissions, develop clean energy strategies, and reduce their energy-related emissions.",29,Getting to carbon negative (continued) > Providing new tools and training for supplier reporting,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Our Circular Center program will enable 90 percent reuse of datacenter computing assets, significantly contributing to our goal of reducing emissions by more than 50 percent by 2030.",29,Getting to carbon negative (continued) > Reimagining circularity in our supply chain,target,firm,90 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"As we outline in Chapter 4 of our Responsible Sourcing 2021 Report, we are executing an ambitious plan to empower all strategic device suppliers to commit to science-based carbon reduction activities specifically targeted to reduce emissions associated with hardware manufacturing.",29,Getting to carbon negative (continued) > Using lifecycle assessments for targeted hardware improvements,target,firm,4,,,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"Our focus on removals instead of avoided emissions offsets is aligned to our carbon negative commitment but is also motivated by what climate science tells us is needed to reach net zero—specifically the IPCC’s projection that the planet could need as much as 10 gigatons of carbon dioxide removal by mid-century, depending on the scale and pace of decarbonization.",30,Getting to carbon negative (continued) > Removing carbon,attribute,firm,10,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"First, there is not a clear common definition of net zero and the role that removals play in net zero goals.",30,Getting to carbon negative (continued) > Removing carbon,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"One partner, elow (formerly CSN Energy), was able to reduce use-phase carbon emissions up to 6 percent through a co-innovated elow Carbon App by providing guidance to users to charge their computers based on the realtime carbon intensity of the electric grid.",32,Driving transformation (continued) > Delivering transparency on Microsoft product emissions,other,,6 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Another, AVOB, provides more accurate energy consumption data to office workstations as well as automated mechanisms to optimize energy consumption, enabling up to a 50 percent reduction in energy usage while increasing performance and computer lifespan.",32,Driving transformation (continued) > Delivering transparency on Microsoft product emissions,other,,50 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Algo Engines and Microsoft helped Ørsted, the world leader in offshore wind energy, to optimize the performance of more than 1,300 turbines on its wind farms, enabling it to fully phase out coal by 2023 and increase offshore wind capacity to 15 GW (enough for 30 million people) by 2025. Ørsted uses Microsoft Azure AI to determine where new turbines should be deployed.",33,Driving transformation (continued) > Optimizing offshore wind turbines with AI,target,hedged,30 million,,2023,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Microsoft helped Ørsted optimize the performance of more than 1,300 turbines, enabling it to fully phase out coal by 2023 and increase offshore wind capacity to 15 GW by 2025.",33,Driving transformation (continued) > Optimizing offshore wind turbines with AI,target,,"1,300",,2023,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"By adding Azure Digital Twins to this solution, in 2021 the company has saved upwards of 6 million krona (USD700,000) in energy consumption cost alone.",33,Driving transformation (continued) > Targeting carbon neutrality with Azure Digital Twins,other,,6 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Travel has been cut by up to 40 percent, significantly lowering their carbon footprint.",33,Driving transformation (continued) > Improving service efficiency with remote assistance,achievement,achievement,40 percent,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf
The Nomad Go solution significantly reduces energy usage and greenhouse emissions by up to 38 percent.,33,Driving transformation (continued) > Enabling building decarbonization with AI,other,,38 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"With Tsinghua University, we developed a neural network-based atmosphere simulator that estimates carbon and other pollutant emissions with better accuracy than widely used numerical atmosphere models, while using only 1 percent of the computational cost.",35,Enabling systems change > Predicting the efficacy of carbon reduction strategies,other,,1 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Carbon Insights is a visualization and analysis platform that provides carbon neutralization roadmaps for researchers, policy audiences, and other sustainability decision-makers.",35,Enabling systems change (continued) > Supporting new carbon reduction roadmaps,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"We developed a neural networkbased atmosphere simulator that estimates carbon and other pollutant emissions with better accuracy than widely used numerical atmosphere models, while using only 1 percent of the computational cost.",35,Enabling systems change (continued) > Supporting new carbon reduction roadmaps,other,,1 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"To achieve net zero emissions globally, we must reduce carbon emissions across every sector and scale carbon markets as much as possible, as soon as possible.",36,Enabling systems change (continued) > Funding innovation,attribute,firm,,,,global,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We also make strategic philanthropic investments, like our $100 million donation to Breakthrough Energy’s Catalyst initiative, to help accelerate and scale new carbon solutions.",36,Enabling systems change (continued) > Funding innovation,other,,100 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Additionally, we have made investment commitments in carbon reduction solutions for global communities in emerging economies, including India and Africa, as well as clean energy access solutions for communities in the United States.",36,Enabling systems change (continued) > Funding innovation,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"With NCX’s science-driven forest carbon marketplace, nearly 2,500 participating landowners with 4.3 million forested acres committed to defer their timber harvest in 2021.",36,Enabling systems change (continued) > Transformation to low-carbon materials,other,firm,4.3 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"LanzaJet is constructing a renewable fuels plant in Georgia called Freedom Pines Fuels that will produce 10 million gallons of SAF and renewable diesel per year from sustainable ethanol, including from waste-based feedstocks.",36,Enabling systems change (continued) > Sustainable fuels,other,firm,10 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Omnidian provides solar system performance management for residential, commercial, and industrial clean energy generation.",36,Enabling systems change (continued) > Solar performance assurance,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"To date, Eversource Capital’s portfolio companies have generated 330 MWh of renewable power, resulting in 290,000 mtCO2 avoided.",36,Enabling systems change (continued) > Green growth in India,achievement,achievement,330 MWh,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf
"Via the Southeast Asia Clean Energy Facility (SEACEF), we invested in Xurya, a clean energy company committed to accelerating the rooftop solar market in Indonesia.",37,Enabling systems change (continued) > Supporting clean energy in Asia,attribute,firm,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Carbon savings from the deployment of smart thermostats across SmartRent’s portfolio in 2020 were 55,000 MWh of energy, 5.5 million gallons of gasoline equivalent, and a net carbon savings of 68,000 mtCO2.",37,Enabling systems change (continued) > Supporting clean energy in Asia,other,,"55,000 MWh",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Energy Impact Partners (EIP) Fund II participated in SmartRent’s $60 million Series C funding round.,37,Enabling systems change (continued) > Saving energy with smart home automation,other,,60 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Environmental savings from the deployment of smart thermostats across its portfolio in 2020 were estimated to be 55,000 MWh of energy, 5.5 million gallons of gasoline equivalent, and carbon savings of 68,000 mtCO2.",37,Enabling systems change (continued) > Saving energy with smart home automation,other,,"55,000 MWh",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Getting to net zero is going to take more than investments, technology, and commitments.",39,Enabling systems change (continued) > Driving collective action,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
Transform to Net Zero (TONZ) is a cross-sector initiative to accelerate the transition to a net zero global economy.,39,Enabling systems change (continued) > Transform to Net Zero,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
The group’s 2025 goal is for all Fortune Global 1000 companies to have targets backed up by transformation plans to achieve net zero no later than 2050.,39,Enabling systems change (continued) > Transform to Net Zero,target,,1000,,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Since its initial launch in late 2020, TONZ has released a position paper and action plan to define the group’s position on net zero goals and their implementation, formed decarbonization approaches across key supply chain areas, and published two research reports on the building blocks of net zero and key sectoral challenges.",39,Enabling systems change (continued) > Transform to Net Zero,attribute,hedged,"2020,",,,supply chain,1.0,data/raw/microsoft/2021_sustainability_report.pdf
"In Q3 2021, TONZ published the first of a set of transformation guides to share lessons learned from TONZ companies on net zero implementation across procurement, net zero goalsetting, and policy engagement.",39,Enabling systems change (continued) > Transform to Net Zero,attribute,,"2021,",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Led by RMI and the Environmental Defense Fund (EDF), SABA will work to accelerate the path to net zero aviation by driving investment in SAF, catalyzing SAF production and technological innovation, and supporting member engagement in policy-making efforts.",39,Enabling systems change (continued) > Sustainable Aviation Fuel Buyers Alliance (SABA),attribute,firm,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
TONZ’s 2025 goal is for all Fortune Global 1000 companies to have targets backed up by transformation plans to achieve net zero no later than 2050.,39,Enabling systems change (continued) > Playing for the Planet,target,,1000,,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Microsoft is encouraging countries to make net zero carbon-aligned national commitments and develop effective implementation plans.,40,Enabling systems change (continued) > Net zero policies,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
Microsoft advocated for the United States’ reentry to the Paris Climate Agreement which occurred in January 2021 and for a national US climate target to cut emissions by 50 percent by 2030.,40,Enabling systems change (continued) > Net zero policies,target,achievement,50 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We also voiced Microsoft support of the European Commission’s ”Fit for 55” package, a set of legislative initiatives that will set the framework for the whole EU to achieve the binding target of reducing GHG emissions by at least 55 percent by 2030 (based on 1990 levels).",40,Enabling systems change (continued) > Net zero policies,target,firm,55 percent,1990,2030,,0.75,data/raw/microsoft/2021_sustainability_report.pdf
"In Europe, Microsoft engages actively with the European institutions advocating for robust clean energy rules and sustainability metrics for datacenters and submitted comments in February to the European Commission Public Consultations on the revisions of the Renewable Energy Directive and Energy Efficiency Directive.",40,Enabling systems change (continued) > Grid decarbonization,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
Microsoft engaged with the UK government and energy regulator to inform the “Digitalising the UK energy system for net zero” strategy published in July and its implementation.,40,Enabling systems change (continued) > Grid decarbonization,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
FY21 was a year of progress and learning for Microsoft on our journey to carbon negative.,41,Key trends,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"For example, diesel fuel accounts for less than 1 percent of Microsoft’s overall emissions.",41,Key trends,other,,1 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We expect to focus on further innovations in renewable energy, carbon reduction, and carbon-free materials.",42,What’s next? 1 Develop the markets > 3 Innovate in renewable energy and carbon reduction,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
We will continue refining emission reduction plans with suppliers and ensuring that they have the resources they need to make these reductions with a goal of having the aggregate reductions meet Microsoft’s Scope 3 commitment.,42,What’s next? 1 Develop the markets > 7 Decarbonize our supply chain,target,firm,,,,Scope 3,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"Developed in partnership with ENGIE Impact, WSP, and CDP to help companies, and our suppliers, report their GHG emissions, develop clean energy strategies, and reduce their energy-related emissions.",43,What’s next? 1 Develop the markets > Capacity-building tools and resources,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
We are committed to becoming a carbon negative company by 2030 and helping others on their journeys.,43,What’s next? 1 Develop the markets > Principles of Sustainable Software Engineering,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"At present, about 25 percent of the global population lives in countries that suffer from water stress, and one in ten people lack access to safe drinking water.",45,A commitment to a water positive future > The context,other,,25 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We are committed to becoming a water positive company by 2030.,45,A commitment to a water positive future > The context,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
We will reduce water waste in our datacenter operations by 95 percent by 2024.,45,A commitment to a water positive future > Reducing water use in datacenter operations,target,firm,95 percent,,2024,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We will provide more than 1.5 million people with access to clean water and sanitation services by 2030.,45,A commitment to a water positive future > Increasing access to water,target,firm,1.5 million,2030,2030,,0.75,data/raw/microsoft/2021_sustainability_report.pdf
"In FY21, Microsoft invested in replenishment projects that are expected to generate over 1.3 million cubic meters of volumetric benefits, bringing us to 21 replenishment projects to date in nine water basins across the globe.",46,1.3M cubic meters,other,,1.3 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Water Prize for Outstanding Private Sector Organization for adopting our water positive program and committing to being water positive by 2030.,46,U.S. Water Prize,target,,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
A year of progress and impact to get to water positive by 2030.,46,Democratizing access to water data,target,,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"In FY21, our contracted water replenishment amounted to 45 percent of our global water consumption across our operations.",47,Democratizing access to water data > Water positive by 2030,other,,45 percent,,,own operations,1.0,data/raw/microsoft/2021_sustainability_report.pdf
"To meet our commitment to being water positive by 2030, we will reduce our water footprint across our direct operations, while replenishing and increasing water access in waterstressed regions where we work.",48,Getting to water positive,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Microsoft is using the Smart Water Navigator, which we developed with Ecolab, in our datacenters to prioritize and manage incoming water quality sources like recycled water.",48,"Getting to water positive > Using less, reusing more, and recycling water across our datacenters",attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"If the pilot is successful, we expect to be fully implemented by 2025, which has the potential to eliminate water use for cooling in regions like Amsterdam and Dublin, while reducing water use in dry regions like Arizona and Wyoming.",49,Getting to water positive (continued) > Raising the temperature while maintaining quality,target,,"2025,",,2025,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In Hyderabad, India, we’re piloting air-to-water generators to help offset 4 million liters of ground water extraction per year.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters,other,,4 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"It is now operating as the first technology campus with a net zero water certification as not a drop of water for more than 2,000 employees, 15 acres of landscape, and 643,000 square feet of built space will come from municipal sources, beyond drinking fountains and sinks.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters > Building net zero campus in California,attribute,firm,15 acres,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Our Herzliya, Israel site’s landscaping also uses 100 percent of the air conditioning condensate water for its irrigation and cooling towers, resulting in an estimated savings of over 3 million liters annually.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters > Recycling water in our campuses,other,,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Our LinkedIn headquarters in California is planning to utilize municipal recycled water for landscaping and internal plumbing, thus saving 30 million liters of potable water each year.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters > Recycling water in our campuses,attribute,,30 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Our Herzliya, Israel site utilizes Watergen’s technology to produce fresh drinking water from the humidity in the air, producing an estimated 237,000 liters annually, based on company calculations.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters > Testing new generation techniques,other,,"237,000 liters",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"These generator plants will help offset 4 million liters of ground water extraction per year, based on company calculations, in this water-stressed region, where water scarcity is an ongoing crisis that is expected to worsen.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters > Testing new generation techniques,other,firm,4 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"To reduce water, we removed the dyeing process on our CLARINO fabric by switching to a solution dye technique which reduces water consumption by 20 percent.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters > Reducing water in device textiles,other,,20 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"This is a completely solventfree, environmentally friendly manufacturing choice that is used in three of our products currently in production across the HoloLens and Surface type cover lines.",49,Fit-for-purpose water design in our Hyderabad campus. 4M liters > Reducing water in device textiles,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"As part of our commitment to be water positive by 2030, we will replenish more water than we consume, focusing on high water-stressed regions.",50,Getting to water positive (continued) > Replenishing water,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"With 1.1 billion people in the world without access to clean water, it’s not enough to simply reduce and replenish—we need to improve people’s access to safe, clean water.",52,Getting to water positive (continued) > Improving access to water,other,,1.1 billion,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Our goal is to provide access to safe drinking water and improved sanitation solutions for 1.5 million people while accounting for 25 billion liters of net positive water impact in high-stress watersheds where we also operate, namely India, Indonesia, and Mexico, by 2030.",52,Getting to water positive (continued) > Improving access to water,target,,1.5 million,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Programs run through Water.org account for over 670 million liters of water benefit per year.,52,Getting to water positive (continued) > Progressing towards our goal with Water.org,other,,670 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Powered by over 4,500 employees and a strong, scalable, and secure cloud infrastructure on Azure, Enova has achieved total savings of 320 million kWh of energy, 5 million cubic meters of water, and 210,000 tons of CO2 emissions.",54,Driving transformation (continued) > Reducing water usage in facilities with the cloud,achievement,achievement,320 million,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf
"Covering 28 medium to large sites, this resulted in an additional 2 percent of energy savings and 17–25 percent improvement in staff efficiency.",54,Driving transformation (continued) > Reducing water usage in facilities with the cloud,other,,2 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Smart metering with Anglian Water is saving almost 3 million liters of water every day.,54,Driving transformation (continued) > Forecasting real-time water availability in reservoirs,other,,3 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Anglian Water supplies more than 6 million customers with water and water recycling services in the UK.,54,Water smart metering with the cloud and AI,other,,6 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Since the smart metering program went live, customers have been able to find and fix around 40,000 leaks in their homes, saving almost 3 million liters of water every day.",54,Water smart metering with the cloud and AI,other,,3 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Microsoft advocated for clean energy and environmental provisions in the US Infrastructure Investment and Jobs Act, which commits over $8 billion for western water infrastructure and significant funding for water-related and other resilience efforts.",57,Enabling systems change (continued) > Promoting US water infrastructure and resilience,attribute,,8 billion,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
The US Infrastructure Investment and Jobs Act commits over $8 billion for western water infrastructure and significant funding for water-related and other resilience efforts.,57,Enabling systems change (continued) > Supporting WaterEurope,other,,8 billion,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We will continue to work with Water.org to make progress against our accessibility commitment, providing 1.5 million people with access to clean water by 2030.",59,What’s next? 1 Replenish more water than we consume by 2030 > 2 Enable access to drinking water and sanitation,target,firm,1.5 million,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We are committed to becoming a water positive company by 2030 and helping other companies on their journeys.,60,What’s next? 1 Replenish more water than we consume by 2030 > Water consumption monitoring tutorial,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
