sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional
"Based on anticipated changes in the areas WRI identifies as water stressed, this number is set to increase by 2030 (assuming a business-as-usual scenario with no portfolio changes).",50,Enhancing biodiversity > Our water consumption in 2022,target,,,,2030,,0.25,data/raw/bp/2022_sustainability_report.pdf,False,False
"At major operating sites, 0.1% of our total freshwater withdrawals and 0.6% of freshwater consumption were from regions with high or extremely high water stress in 2022 (2021 0.1% and 0.6% respectively).",50,Enhancing biodiversity > Our water consumption in 2022,other,,0.1%,,,,0.5,data/raw/bp/2022_sustainability_report.pdf,False,False
"Silvassa has achieved a 66% reduction in water use and is investigating the potential of other water stewardship activities, including rainwater harvesting and managed aquifer recharge.",50,Enhancing biodiversity > Improving water efficiency,achievement,achievement,66%,,,,0.33,data/raw/bp/2022_sustainability_report.pdf,False,False
Our aim 17 is becoming water positive by 2035.,50,Water positive,target,hedged,17,,2035,,0.5,data/raw/bp/2022_sustainability_report.pdf,False,False
"We will also support the development of scalable markets for certified natural climate solutions that help the world reduce deforestation, get to net zero and deliver environmental and social benefits.",51,Championing nature-based solutions,attribute,firm,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
We continued growing our originated portfolio of verified carbon credits throughout 2022.,51,Championing nature-based solutions > Natural climate solutions,target,,,2022,2022,,0.5,data/raw/bp/2022_sustainability_report.pdf,False,False
"We built on the foundational work we completed in 2021, by finalizing our internal framework for circularity.",52,Unlock circularity > Increasing circularity across bp,achievement,achievement,"2021,",,,,0.33,data/raw/bp/2022_sustainability_report.pdf,False,False
"The product is being packed in 100% post-consumer recycled bottles, made from reprocessed plastic waste instead of virgin plastic.",52,Unlock circularity > Our performance,attribute,,100%,,,,0.5,data/raw/bp/2022_sustainability_report.pdf,False,False
"This roll-out builds on Castrol’s global launch of lighter packaging in 2021, which reduced its plastics use by more than 2,000 tonnes year-on-year.",52,Unlock circularity > Our performance,achievement,achievement,"2021,",,,,0.33,data/raw/bp/2022_sustainability_report.pdf,False,False
Castrol is also exploring the potential use of alternative materials as part of its aim to halve its plastic footprint by 2030a.,52,Unlock circularity > Our performance,target,hedged,,,2030,,0.25,data/raw/bp/2022_sustainability_report.pdf,False,False
Castrol has joined the Pulpex cross-industry consortium and is currently assessing the potential of using its sustainably sourced wood pulp bottle technology for its lubricants.,52,Unlock circularity > Our performance,attribute,,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
SAF is made from sustainable feedstocks and produces up to 80% fewer lifecycle carbon emissions than any conventional jet fuel it replaces. y Appointing a local supplier in Trinidad and Tobago to provide the emergency response vessels we use.,53,Unlock circularity > Focusing on high-impact categories,other,,80%,,,,0.5,data/raw/bp/2022_sustainability_report.pdf,False,False
"For example, we are working with several to accelerate the transition to the use of green steel and are considering the possibility of bp providing clean energy to steel manufacturers.",53,Unlock circularity > Collaborating with suppliers,attribute,,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
"To help achieve our aim 19, unlock circularity, which includes a 2025 recycled or recyclable packaging target for our European retail business, we started sourcing single-wall rather than double-wall coffee cups for use in our Wild Bean retail outlets in Europe.",53,Unlock circularity > Collaborating with suppliers,target,hedged,"19,",,,,0.25,data/raw/bp/2022_sustainability_report.pdf,False,False
For example: Green hydrogen in Mauritania – We have signed a memorandum of understanding with the government of Mauritania to deliver a programme that will explore the potential for large-scale use of green hydrogen there.,55,Government and regulators $12.5bn > corporate income and production tax paid,attribute,firm,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
"Net zero consultation in the UK – We responded to the UK Government’s Net Zero Review consultation, one of the largest engagement exercises on net zero in the UK to date.",55,Government and regulators $12.5bn > corporate income and production tax paid,attribute,,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
In 2022 our score improved in the CA100+ Net Zero Company Benchmark.,56,Investors and shareholders $4.4bn > total dividends distributed to bp shareholders,attribute,,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
Institutional Investors Group for Climate Change (IIGCC) – In 2022 we helped pilot the IIGCC net zero standard for the oil and gas sector.,56,Investors and shareholders $4.4bn > total dividends distributed to bp shareholders,attribute,,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
The outcome of this pilot is expected to be incorporated into the next version of the CA100+ Net Zero Company Benchmark.,56,Investors and shareholders $4.4bn > total dividends distributed to bp shareholders,attribute,,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
"Princeton’s Net-Zero America report, funded in part by CMI and published in 2021, was updated in 2022 for Australia, to include analysis off technological pathways for decarbonization.",57,Engaging with our stakeholders > Trade associations and industry initiatives,attribute,,"2021,",,,,0.5,data/raw/bp/2022_sustainability_report.pdf,False,False
"In 2022, ICAM kicked off major strategic research. projects investigating catalysis for green hydrogen and catalysis for CO2 conversion.",57,Engaging with our stakeholders > Trade associations and industry initiatives,attribute,,"2022,",,,,0.5,data/raw/bp/2022_sustainability_report.pdf,False,False
In 2022 we participated in a number of WBCSD initiatives and contributed to a pilot for its Roadmaps to Nature Positive action framework.,57,Engaging with our stakeholders > Partnering across sectors,attribute,,,,,,0.0,data/raw/bp/2022_sustainability_report.pdf,False,False
