sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional,company,publish_year,report_assured,n_words,vague_ratio,hedging_ratio,future_ratio,quantification_present,baseline_present,date_present,scope_present,verification_present,sentiment,specificity_score,readability,passive_voice,modal_firm,modal_soft,positive_tone_words,highlights_json
"Since its inception, Microsoft has allocated over $600 million impact investment capital from our Climate Innovation Fund into a global portfolio of investments, featuring sustainable solutions in energy, industrial, and natural systems.",7,A decade of innovation and decisive action > >$600M in climate innovation,other,,600 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,31,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,-10.2,False,False,False,0,"[{""start"": 51, ""end"": 62, ""kind"": ""qty"", ""term"": ""600 million""}]"
"We contracted 1,443,981 metric tons of carbon removal in FY22.",7,Carbon 1.4Mmetric tons,other,,"1,443,981 metric tons",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,9,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,56.7,False,False,False,0,"[{""start"": 14, ""end"": 35, ""kind"": ""qty"", ""term"": ""1,443,981 metric tons""}]"
"In FY22, we contracted for replenishment projects that are estimated to provide more than 15.6 million m cubed in volumetric water benefit over the lifetime of these projects.",7,Water 15.6M m cubed 15.6M m cubed,other,,15.6 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,27,0.0,0.0741,0.0,True,False,False,False,False,0.0,0.0,39.6,True,False,False,0,"[{""start"": 59, ""end"": 68, ""kind"": ""hedge"", ""term"": ""estimated""}, {""start"": 90, ""end"": 102, ""kind"": ""qty"", ""term"": ""15.6 million""}]"
"In FY22, we diverted 12,159 metric tons of solid waste from landfills and incinerators across our direct operational footprint.",7,"Waste 12,159metric tons",other,,"12,159 metric tons",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,18,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,28.8,False,False,False,0,"[{""start"": 21, ""end"": 39, ""kind"": ""qty"", ""term"": ""12,159 metric tons""}]"
"In FY22, we signed new PPAs around the globe, bringing our total portfolio of carbon-free energy to over 13.5 GW, including projects in 16 countries and more than 135 clean energy projects.",7,"Ecosystems 12,270acres",attribute,,13.5,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,29,0.0,0.0345,0.0,True,False,False,False,False,0.0,0.062,57.9,False,False,False,0,"[{""start"": 28, ""end"": 34, ""kind"": ""hedge"", ""term"": ""around""}, {""start"": 105, ""end"": 109, ""kind"": ""qty"", ""term"": ""13.5""}]"
"By the end of FY22, we provided more than 550,000 people with access to clean water and sanitation solutions in Brazil, India, Indonesia, and Mexico and reached just under one million people by the end of the calendar year 2022.",7,"Ecosystems 12,270acres",achievement,achievement,"550,000",,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,38,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,36.9,False,False,False,0,"[{""start"": 42, ""end"": 49, ""kind"": ""qty"", ""term"": ""550,000""}]"
Our reuse and recycle rates of servers and components across all cloud hardware reached 82 percent in FY22.,7,"Ecosystems 12,270acres",achievement,achievement,82 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,17,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,60.2,False,False,False,0,"[{""start"": 88, ""end"": 98, ""kind"": ""qty"", ""term"": ""82 percent""}]"
"We reduced single-use plastics in our Microsoft product packaging by more than 29 percent, a decrease from 4.7 percent to 3.3 percent by weight (on average) of plastic per package in FY22.",7,"Ecosystems 12,270acres > Environmental justice",achievement,achievement,29 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,29,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,59.9,False,False,False,0,"[{""start"": 79, ""end"": 89, ""kind"": ""qty"", ""term"": ""29 percent""}]"
"Last year, we contributed to the TNC Belize Maya Forest Project (BMF) to protect an additional 236,000 acres in a global biodiversity hotspot.",7,"Ecosystems 12,270acres > Environmental justice",other,,"236,000 acres",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,22,0.0,0.0455,0.0,True,False,False,False,False,0.0,0.018,34.5,False,False,False,0,"[{""start"": 95, ""end"": 108, ""kind"": ""qty"", ""term"": ""236,000 acres""}]"
"In 2019, Microsoft took a step back to look at the science behind climate change and saw that our commitment to being carbon neutral was not enough.",8,How we work > Set commitments based on science,attribute,firm,"2019,",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,True,False,microsoft,2022,True,26,0.0,0.0,0.0385,True,False,False,False,False,0.0,0.2,66.6,False,False,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2019,""}]"
"The world needs to reach net zero by or before 2050, and achieving it relies heavily on private sector partnership and action.",8,How we work > Set commitments based on science,target,,"2050,",,2050,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,21,0.0,0.0,0.0,True,False,True,False,False,0.0,0.4,52.6,False,False,False,0,"[{""start"": 47, ""end"": 52, ""kind"": ""qty"", ""term"": ""2050,""}]"
"This guided us to make our commitments to be a carbon negative, water positive, zero waste company by 2030.",8,How we work > Set commitments based on science,target,,,,2030,,0.25,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,18,0.0,0.0,0.1311,False,False,True,False,False,0.0556,0.2,47.6,False,False,False,1,"[{""start"": 70, ""end"": 78, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 102, ""end"": 106, ""kind"": ""deadline"", ""term"": ""2030""}]"
"As a global technology leader, we are also committed to helping build the enabling societal conditions that will support a net zero economy.",9,Global sustainability > Global sustainability Enabling a more sustainable world,attribute,firm,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,23,0.0,0.0,0.087,False,False,False,False,False,0.087,0.0,25.3,False,True,False,2,"[{""start"": 23, ""end"": 29, ""kind"": ""positive"", ""term"": ""leader""}, {""start"": 43, ""end"": 52, ""kind"": ""positive"", ""term"": ""committed""}]"
"In 2020, Microsoft made industry-leading commitments to be carbon negative, water positive, and zero waste by 2030, and to protect more land than we use by 2025.",10,Microsoft sustainability Taking care of our own environmental footprint,target,,"2020,",,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,24,0.0417,0.0,0.1033,True,False,True,False,False,0.0833,0.233,41.5,False,False,False,2,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2020,""}, {""start"": 33, ""end"": 40, ""kind"": ""vague"", ""term"": ""leading""}, {""start"": 82, ""end"": 90, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 110, ""end"": 114, ""kind"": ""deadline"", ""term"": ""2030""}]"
"In January 2020, Microsoft committed to be carbon negative by 2030.",11,Our approach,target,firm,"2020,",2030,2030,,0.75,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,9,0.0,0.0,0.2422,True,True,True,False,False,0.1111,0.6,28.5,False,False,False,1,"[{""start"": 11, ""end"": 16, ""kind"": ""qty"", ""term"": ""2020,""}, {""start"": 27, ""end"": 36, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 62, ""end"": 66, ""kind"": ""baseline"", ""term"": ""2030""}]"
"Operationally, we see this commitment as a journey that starts with reducing carbon emissions as much as possible, replacing our electricity consumption with carbon-free energy, and removing the emissions that remain.",11,Our approach,attribute,firm,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,31,0.0,0.0323,0.0323,False,False,False,False,False,0.0,0.0,8.9,False,False,False,0,"[{""start"": 94, ""end"": 104, ""kind"": ""hedge"", ""term"": ""as much as""}]"
"In FY22, our business grew by 18 percent and our overall emissions were down 0.5 percent.",11,Our approach,other,,18 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,14,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,66.8,False,False,False,0,"[{""start"": 30, ""end"": 40, ""kind"": ""qty"", ""term"": ""18 percent""}]"
Our total company emissions were just under 13 million metric tons of carbon dioxide equivalents (mtCO subscript 2 e) (marketbased and management-defined criteria for Scope 3 Category 11).,11,Our approach,other,,13 million,,,Scope 3,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,24,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,-0.8,False,False,False,0,"[{""start"": 44, ""end"": 54, ""kind"": ""qty"", ""term"": ""13 million""}]"
"We saw a 0.5 percent increase in our Scope 3 emissions this year based on investments in real-time device telemetry-based measurement, improvements in our operations and supply chain, and purchases of renewable energy.",11,Our approach,other,,0.5 percent,,,Scope 3; own operations; supply chain,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,31,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,24.6,False,False,False,0,"[{""start"": 9, ""end"": 20, ""kind"": ""qty"", ""term"": ""0.5 percent""}]"
"As the world transitions to a lower-carbon, clean energy economy, we’re using our purchasing and investing power to help advance innovation and the development of new solutions—helping us meet our own commitments while catalyzing the creation of broader market supply for others.",11,Our approach,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,44,0.0,0.0,0.0227,False,False,False,False,False,0.0227,0.0,8.4,False,False,False,1,"[{""start"": 121, ""end"": 128, ""kind"": ""positive"", ""term"": ""advance""}]"
"We fund purchases of renewable energy, sustainable aviation fuel, and carbon removal through our internal carbon fee, which we established in 2012.",11,Our approach,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,21,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,24.4,False,False,False,0,[]
"Our year-over-year figures show a 23 percent reduction in Scope 1 and 2 market-based emissions, which is driven in part by our procurement of RECs for FY22.",11,Our approach,other,,23 percent,,,Scope 1,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,24,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,38.0,True,False,False,0,"[{""start"": 34, ""end"": 44, ""kind"": ""qty"", ""term"": ""23 percent""}]"
"In FY22, we signed new power purchase agreements around the globe, bringing our total portfolio of carbon-free energy to over 13.5 GW.",11,Our approach,attribute,,13.5,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,21,0.0,0.0476,0.0,True,False,False,False,False,0.0,0.01,55.2,False,False,False,0,"[{""start"": 49, ""end"": 55, ""kind"": ""hedge"", ""term"": ""around""}, {""start"": 126, ""end"": 130, ""kind"": ""qty"", ""term"": ""13.5""}]"
We are committed to being carbon negative by 2030 and by 2050 remove from the atmosphere an equivalent amount of all the carbon dioxide our company has emitted either directly or by our electricity consumption since we were founded in 1975.,12,Carbon negative by 2030,target,firm,,2030,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,38,0.0,0.0,0.0989,False,True,True,False,False,0.0263,0.4,21.3,True,False,False,1,"[{""start"": 7, ""end"": 16, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 45, ""end"": 49, ""kind"": ""baseline"", ""term"": ""2030""}]"
"We will reduce our Scope 1 and 2 emissions to near zero by increasing energy efficiency, decarbonization, and reaching 100 percent renewable energy by 2025.",12,Carbon negative by 2030 > Reducing direct emissions,target,firm,100 percent,,2025,Scope 1,0.75,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,21,0.0,0.0,0.0676,True,False,True,True,False,0.0,0.6,12.3,False,True,False,0,"[{""start"": 119, ""end"": 130, ""kind"": ""qty"", ""term"": ""100 percent""}, {""start"": 151, ""end"": 155, ""kind"": ""deadline"", ""term"": ""2025""}]"
"By 2030, we will reduce our Scope 3 emissions by more than half from a 2020 baseline.",12,Carbon negative by 2030 > Reducing value chain emissions,target,firm,"2030,",2020,2030,Scope 3,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,14,0.0,0.0,0.1629,True,True,True,True,False,0.0,0.8,77.8,False,True,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2030,""}, {""start"": 71, ""end"": 75, ""kind"": ""baseline"", ""term"": ""2020""}]"
"By 2030, 100 percent of our electricity consumption will be matched by zero carbon energy purchases 100 percent of the time.",12,Carbon negative by 2030 > Replacing with 100/100/0 carbon-free energy,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,18,0.0,0.0,0.1311,True,False,True,False,False,0.0,0.4,33.5,True,True,False,0,"[{""start"": 3, ""end"": 7, ""kind"": ""deadline"", ""term"": ""2030""}, {""start"": 9, ""end"": 20, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"By 2030, Microsoft will remove more carbon than it emits.",12,Carbon negative by 2030 > Removing the rest of our emissions,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,9,0.0,0.0,0.2422,True,False,True,False,False,0.0,0.4,66.1,False,True,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2030,""}]"
"By 2050, we will remove an amount of carbon equivalent to all our historical emissions.",12,Carbon negative by 2030 > Removing the rest of our emissions,target,firm,"2050,",,2050,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,14,0.0,0.0,0.1629,True,False,True,False,False,0.0,0.4,41.6,False,True,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2050,""}]"
"Net zero Scope 1 and 2 emissions Our Scope 1 and 21 emissions remained proportional with business growth in FY22.2 More than 95 percent of our Scope 2 emissions were reduced by renewable energy from power purchase agreements (PPAs), green tariff programs, and unbundled renewable energy certificates.",12,Carbon negative by 2030 > Our progress,achievement,achievement,95 percent,,,Scope 1; Scope 2,0.67,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,41,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,25.1,True,False,False,0,"[{""start"": 125, ""end"": 135, ""kind"": ""qty"", ""term"": ""95 percent""}]"
"Our value chain or Scope 3 emissions increased slightly at 0.5 percent, despite a 25 percent increase in purchased goods and services due to business growth.",12,Carbon negative by 2030 > Scope 3 emissions increased by 0.5 percent,other,,0.5 percent,,,Scope 3; value chain,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,23,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,51.7,False,False,False,0,"[{""start"": 59, ""end"": 70, ""kind"": ""qty"", ""term"": ""0.5 percent""}]"
"13.5 GW of carbon-free energy In FY22, we signed new Power Purchase Agreements (PPAs) around the globe, bringing our total portfolio of carbon-free energy to over 13.5 GW, including more than 135 projects in 16 countries.",12,Carbon negative by 2030 > Scope 3 emissions increased by 0.5 percent,attribute,,13.5,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,32,0.0,0.0312,0.0,True,False,False,False,False,0.0,0.075,55.9,False,False,False,0,"[{""start"": 0, ""end"": 4, ""kind"": ""qty"", ""term"": ""13.5""}, {""start"": 86, ""end"": 92, ""kind"": ""hedge"", ""term"": ""around""}]"
"We contracted 1,443,981 metric tons of carbon removal in FY22.",12,Carbon negative by 2030 > Over 1.4M metric tons of carbon removal,other,,"1,443,981 metric tons",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,9,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,56.7,False,False,False,0,"[{""start"": 14, ""end"": 35, ""kind"": ""qty"", ""term"": ""1,443,981 metric tons""}]"
"In FY22, we procured 1.44 million metric tons and retired 514,156 metric tons of carbon removal as part of our effort toward achieving our annual carbon commitment to be carbon neutral.",13,Carbon negative by 2030 > Carbon Table 1 Tracking our yearly progress toward carbon negative by 2030,attribute,firm,1.44 million,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,29,0.0,0.0,0.0345,True,False,False,False,False,0.0,0.2,49.2,False,False,False,0,"[{""start"": 21, ""end"": 33, ""kind"": ""qty"", ""term"": ""1.44 million""}]"
Carbon negative by 2030: A company is carbon negative when it removes more carbon than it emits each year.,13,Carbon negative by 2030 > Learn more in the Environmental Data Fact Sheet,target,,,2030,2030,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,18,0.0,0.0,0.0756,False,True,True,False,False,0.0,0.4,47.6,False,False,False,0,"[{""start"": 19, ""end"": 23, ""kind"": ""baseline"", ""term"": ""2030""}]"
Microsoft’s overall emissions decreased by 0.5 percent in FY22.,13,Carbon negative by 2030 > Learn more in the Environmental Data Fact Sheet,other,,0.5 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,9,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,33.1,False,False,False,0,"[{""start"": 43, ""end"": 54, ""kind"": ""qty"", ""term"": ""0.5 percent""}]"
"This was driven by improvements in our operations, telemetry-based measurement, renewable energy investments, sustainable aviation fuel purchases, and procurement of unbundled renewable energy certificates (RECs).",13,Carbon negative by 2030 > Learn more in the Environmental Data Fact Sheet,attribute,,,,,own operations,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,25,0.0,0.0,0.0,False,False,False,True,False,0.0,0.2,-38.5,True,False,False,0,[]
"Microsoft’s Scope 3 emissions account for more than 96 percent of our total emissions, with the vast majority of these emissions coming from two categories upstream, Purchased Goods and Services (Category 1) and Capital Goods (Category 2), and one downstream, Use of Sold Products (Category 11).",14,Carbon negative by 2030 > Carbon Table 3 Breaking down our FY22 Scope 3 emissions by source,other,,96 percent,,,Scope 3; upstream; downstream,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,42,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,7.1,False,False,False,0,"[{""start"": 52, ""end"": 62, ""kind"": ""qty"", ""term"": ""96 percent""}]"
Scope 3 represents 96 percent of Microsoft’s annual emissions in FY22.,14,Carbon negative by 2030 > Tackling Scope 3,other,,96 percent,,,Scope 3,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,10,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,44.4,False,False,False,0,"[{""start"": 19, ""end"": 29, ""kind"": ""qty"", ""term"": ""96 percent""}]"
"Reducing Scope 3 emissions requires unprecedented scaling of corporate clean energy purchases across Microsoft’s value chain, to address both the electricity consumed by our products, like Xbox devices or Surface laptops, and used to manufacture everything from semiconductors to fiber optic cables.",14,Carbon negative by 2030 > Tackling Scope 3,attribute,,,,,Scope 3; value chain,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,42,0.0,0.0,0.0,False,False,False,True,False,0.0,0.2,-15.1,False,False,False,0,[]
Wind farms generate more than 35 percent of Ireland’s electricity.,15,Ensuring energy efficiency > Promoting grid stability via energy storage solutions,other,,35 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,10,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,35.9,False,False,False,0,"[{""start"": 30, ""end"": 40, ""kind"": ""qty"", ""term"": ""35 percent""}]"
"More than 220 miles of piping will distribute 320,000 gallons of water as a heat-exchange medium across the wells and the new campus in a closed loop system.",15,Ensuring energy efficiency > Innovating with thermal energy in our campuses,other,firm,"320,000 gallons",,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,26,0.0,0.0,0.0385,True,False,False,False,False,0.0,0.2,53.5,False,True,False,0,"[{""start"": 46, ""end"": 61, ""kind"": ""qty"", ""term"": ""320,000 gallons""}]"
The system is expected to reduce energy consumption by more than 50 percent of a typical utility plant.,15,Ensuring energy efficiency > Innovating with thermal energy in our campuses,other,,50 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,17,0.0,0.1176,0.0588,True,False,False,False,False,0.0,0.0,35.3,True,False,False,0,"[{""start"": 14, ""end"": 22, ""kind"": ""hedge"", ""term"": ""expected""}, {""start"": 65, ""end"": 75, ""kind"": ""qty"", ""term"": ""50 percent""}]"
"The decreasing cost of renewable sources, advancement of green hydrogen production technology, and increasing legislative focus are starting to show potential to reduce the datacenter industry’s reliance on fossil-based diesel fuels.",16,Ensuring energy efficiency > Developing hydrogen fuel cells for datacenters,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,32,0.0,0.0,0.0,False,False,False,False,False,0.0312,0.0,-2.8,False,False,False,1,[]
"Microsoft is demonstrating the application of green hydrogen at industrial scales— with a first of its kind, zero emission, 3 MW hydrogen polymer electrolyte membrane (PEM) fuel cell backup power generator piloted in July 2022.",16,Ensuring energy efficiency > Developing hydrogen fuel cells for datacenters,attribute,,3,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,33,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,6.7,False,False,False,0,"[{""start"": 124, ""end"": 125, ""kind"": ""qty"", ""term"": ""3""}]"
"The One Esterra food hall includes 12,200 square feet of all-electric cooking space, which supports more than 1,000 meals a day and uses 100 percent renewable hydro power.",16,Ensuring energy efficiency > Developing hydrogen fuel cells for datacenters,other,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,25,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,46.1,False,False,False,0,"[{""start"": 137, ""end"": 148, ""kind"": ""qty"", ""term"": ""100 percent""}]"
We use 100 percent carbon-free energy in our first all-electric kitchen on the Redmond campus.,16,Ensuring energy efficiency > Developing hydrogen fuel cells for datacenters,attribute,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,14,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,47.6,False,False,False,0,"[{""start"": 7, ""end"": 18, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"We are reducing fossil fuels with our first all-electric kitchen, which uses 100 percent renewable power.",16,Ensuring energy efficiency > Developing hydrogen fuel cells for datacenters,other,firm,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,15,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,39.3,False,False,False,0,"[{""start"": 77, ""end"": 88, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"The One Esterra food hall includes 12,200 square feet of all-electric cooking space, which supports more than 1,000 meals a day and uses 100 percent renewable hydro power.",16,Ensuring energy efficiency > Implementing all-electric kitchens,other,,100 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,25,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,46.1,False,False,False,0,"[{""start"": 137, ""end"": 148, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"Microsoft’s Scope 3 emissions account for more than 96 percent of our total emissions, with the vast majority of these emissions coming from three categories: Purchased Goods and Services (Category 1), Capital Goods (Category 2), and Use of Sold Products (Category 11).",17,Reducing Scope 3 emissions,other,,96 percent,,,Scope 3,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,38,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,8.0,False,False,False,0,"[{""start"": 52, ""end"": 62, ""kind"": ""qty"", ""term"": ""96 percent""}]"
"Overall, our Scope 3 emissions increased by 0.5 percent in FY22 compared to FY21.",17,Reducing Scope 3 emissions,other,,0.5 percent,,,Scope 3,1.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,12,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,52.7,False,False,False,0,"[{""start"": 44, ""end"": 55, ""kind"": ""qty"", ""term"": ""0.5 percent""}]"
"Just as is the case for Scope 2 reduction efforts, we plan to phase out the use of unbundled RECs in future years as programs to reduce emissions take effect, including substantial forward investments into new clean energy facilities yet to commence operation.",17,Reducing Scope 3 emissions,attribute,hedged,,,,Scope 2,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,42,0.0238,0.0,0.0476,False,False,False,True,False,0.0,0.105,23.2,False,False,False,0,"[{""start"": 169, ""end"": 180, ""kind"": ""vague"", ""term"": ""substantial""}]"
"In July 2022, we updated our Supplier Code of Conduct (SCoC) sustainability requirements to include independent third-party assurance of emissions data and to deliver a minimum 55 percent greenhouse gas (GHG) reduction by 2030.",17,Reducing Scope 3 emissions > Increasing data quality from our supply chain,target,,55 percent,2030,2030,,0.75,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,31,0.0,0.0,0.0523,True,True,True,False,True,0.0,0.8,3.4,False,False,False,0,"[{""start"": 100, ""end"": 111, ""kind"": ""verify"", ""term"": ""independent""}, {""start"": 112, ""end"": 123, ""kind"": ""verify"", ""term"": ""third-party""}, {""start"": 124, ""end"": 133, ""kind"": ""verify"", ""term"": ""assurance""}, {""start"": 177, ""end"": 187, ""kind"": ""qty"", ""term"": ""55 percent""}, {""start"": 222, ""end"": 226, ""kind"": ""baseline"", ""term"": ""2030""}]"
"This year, we piloted a new concrete mix using recycled glass pozzolans, reducing embodied carbon for the slab structure by around half.",18,Reducing emissions by consuming less > Reducing embodied carbon in buildings and interiors,attribute,,,,,,0.0,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,22,0.0,0.0455,0.0,False,False,False,False,False,0.0,0.0,42.2,False,False,False,0,"[{""start"": 124, ""end"": 130, ""kind"": ""hedge"", ""term"": ""around""}]"
"Our Circular Center program will reuse or recycle 90 percent of datacenter decommissioned cloud computing hardware assets, contributing directly to emissions reductions.",18,Reducing emissions by consuming less > Reimagining circularity of cloud hardware,other,firm,90 percent,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,21,0.0,0.0,0.0476,True,False,False,False,False,0.0,0.2,-3.8,False,True,False,0,"[{""start"": 50, ""end"": 60, ""kind"": ""qty"", ""term"": ""90 percent""}]"
"In FY22, our cloud hardware designers worked with material and component suppliers to design components that reduced dependency on virgin plastic, introducing up to 35 percent post-consumer recycled (PCR) plastic in select server components.",18,Reducing emissions by consuming less > Engineering carbon out of our cloud operations and hardware supply chain,achievement,achievement,35 percent,,,,0.33,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,33,0.0,0.0303,0.0,True,False,False,False,False,0.0,0.079,4.1,False,False,False,0,"[{""start"": 159, ""end"": 164, ""kind"": ""hedge"", ""term"": ""up to""}, {""start"": 165, ""end"": 175, ""kind"": ""qty"", ""term"": ""35 percent""}]"
90% Our Circular Center program will reuse or recycle 90 percent of datacenter decommissioned cloud computing hardware assets.,18,Reducing emissions by consuming less > Boosting efficiency of device usage,other,firm,90%,,,,0.5,data/raw/microsoft/2022_sustainability_report.pdf,False,False,microsoft,2022,True,16,0.0,0.0,0.0625,True,False,False,False,False,0.0,0.2,16.1,False,True,False,0,"[{""start"": 0, ""end"": 3, ""kind"": ""qty"", ""term"": ""90%""}]"
