sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"In the United States and many other countries, there is a limited availability of recycled water, with less than 1% of water used recycled today.",36,Improving efficiency and reducing water use > Recycling and reuse initiatives,attribute,,1%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"By 2023, we expanded sourcing of recycled water use in Texas, Washington, California, and Singapore.",36,Improving efficiency and reducing water use > Recycling and reuse initiatives,target,,"2023,",,2023,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In Quincy, Washington, we partnered with the local municipality to build the Quincy Water Reuse Utility, recycling cooling water, reducing Microsoft’s potable water use in the region by 97%, and providing 1.5 million cubic meters of water annually for community drinking water needs.",36,"Quincy, Washington Reducing potable water use",other,,97%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"At our Beijing, China campus, collaborative conservation efforts with dining services partners—including purchasing fresh products to reduce water needed for thawing frozen goods—led to a 15% reduction in kitchen water use in 2024.",37,Water Table 5 Measuring our annual water consumption informs our replenishment targets > Water efficiency across campuses,other,,15%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, we installed an air-to-water system at our Hyderabad, India, campus.",37,Water Table 5 Measuring our annual water consumption informs our replenishment targets > Water efficiency across campuses,achievement,achievement,"2024,",,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"With plans to install approximately 300 panels, the campus anticipates generating over 1,600 liters of water per day.",37,Water Table 5 Measuring our annual water consumption informs our replenishment targets > Water efficiency across campuses,other,,"1,600 liters",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Early testing of a new microporous evaporative media showed promising results, with up to a 30% reduction in water usage, along with a 42% decrease in wastewater via higher cycle of concentration.",38,Innovating for greater water efficiency,other,,30%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"We launched programs to maximize efficiency across our datacenters, provided over 1.5 million people with access to clean water and sanitation solutions, and established processes and thought leadership pieces to guide the development of our growing replenishment portfolio.",38,Innovating for greater water efficiency,achievement,achievement,1.5 million,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"This past year, through our Circular Centers, we achieved 90.9% reuse and recycling of servers and components in FY24, surpassing our 90% target a year early.",39,Getting to zero waste,achievement,achievement,90.9%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"At the same time, we diverted 85.3% of construction and demolition waste from landfills and incinerators, exceeding our annual 75% target six years ahead of schedule.",39,Getting to zero waste,other,,85.3%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In 2020, we made a commitment to be zero waste by 2030—an effort to support the global transition out of the traditional “take, make, waste” linear economic model to a circular economy.",39,Getting to zero waste,target,firm,"2020,",,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Our zero waste commitment applies across our building construction and operations, products, and packaging.",39,Getting to zero waste,attribute,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Through our Circular Centers, we achieved 90.9% reuse and recycling of servers and components in FY24, surpassing our 90% target a year early.",39,Getting to zero waste > Our approach,achievement,achievement,90.9%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"At the same time, we diverted 85.3% of construction and demolition waste from landfills and incinerators, exceeding our annual 75% target six years ahead of schedule.",39,Getting to zero waste > Our approach,other,,85.3%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"These milestones, driven by a culture of innovation and cross-functional collaboration, reflect not only our own advancements but also the growing momentum to integrate zero waste and circularity practices across the technology industry.",39,Getting to zero waste > Our approach,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Our zero waste strategy centers on circular solutions that reduce waste, pollution, and carbon emissions while improving water quality, ecosystems, and human health.",39,Getting to zero waste > Our approach,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"As we reflect on the learnings since launching the zero waste program in 2020, we’ve come to understand that a circular economy is not a choice but a necessity to address the triple planetary crisis of climate change, biodiversity loss, and pollution.",39,Getting to zero waste > Our approach,attribute,,"2020,",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"As we work to achieve zero waste, we are taking an increasingly circular approach to materials management to reduce waste and carbon emissions.",40,Zero waste,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"We will achieve 90% diversion of operational waste at owned datacenters and campuses, and 75% diversion for all construction and demolition projects, by 2030.",40,Zero waste > Driving to zero waste building and operations,target,firm,90%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24, we diverted 25,603 metric tons, or 88.1%, of operational waste from landfills and incinerators across our owned datacenters and campuses.",40,"Zero waste > 25,603 metric tons of operational waste diverted",other,,"25,603 metric tons",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
85.3% construction and demolition waste.,40,"Zero waste > 25,603 metric tons of operational waste diverted",other,,85.3%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"We also diverted 85.3% construction and demolition waste, achieving our target early.",40,"Zero waste > 25,603 metric tons of operational waste diverted",other,,85.3%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"By 2025, 90% of servers and components for all cloud hardware will be reused and recycled with support from our Circular Centers.",40,Zero waste > Increasing reuse and recycling of servers and components,target,firm,90%,,2025,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Our reuse and recycle rates of servers and components across all cloud hardware reached 90.9% in FY24, achieving our annual target a year early.",40,Zero waste > Increasing reuse and recycling of servers and components,achievement,achievement,90.9%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Additionally, by 2030, we aim to design all Microsoft product packaging to be 100% recyclable in OECD countries.",40,Zero waste > Sustainable product packaging,target,hedged,100%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"On our way to eliminating single-use plastics in Microsoft product packaging by the end of 2025, we achieved a usage rate of 4.0% single-use plastics across Microsoft’s product packaging portfolio in FY24.",40,Zero waste > Sustainable product packaging,target,achievement,4.0%,,2025,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In the same year, we used 53.8% recycled content in our product packaging and achieved a packaging recyclability rate of 94.8%.",40,Zero waste > Sustainable product packaging,achievement,achievement,53.8%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"We are focused on increasing use of recycled content, improving device repairability, and improving data quality of device recycling.",40,Zero waste > Increasing circularity of our products,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Our Surface Copilot+ PCs now feature 100% recycled aluminum alloy in the enclosures, and 100% recycled rare earth metals in magnets.8 Our new devices are some of the most repairable laptops and tablets in the industry, hosting at least 11 replacement components.9 The new Surface Pro 11th Edition and Laptop 7th Edition achieved an 8/10 repairability score from iFixit.",40,Zero waste > Designing in recycled content and revolutionizing repairability,achievement,achievement,100%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, we began to reduce the hard-to-recycle plastic-based expanded polyethylene (EPE) foam in cloud hardware packaging, replacing it with more recyclable paper and pulp alternatives.",40,Zero waste > Increasing circularity of cloud packaging,attribute,,"2024,",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"We also diverted over 2,500 metric tons of packaging waste from landfills.",40,Zero waste > Increasing circularity of cloud packaging,other,,"2,500 metric tons",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
The progress we’ve made toward our zero waste commitments is underpinned by robust methodologies and data governance processes designed to ensure transparency and accountability.,41,Tracking zero waste: Building a data-driven foundation for accountability and impact,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
This journey began in 2020 with an enterprise-wide waste baselining initiative to establish a clear starting point for our zero waste commitment.,41,Tracking zero waste: Building a data-driven foundation for accountability and impact,attribute,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Our dedication to data quality drives greater visibility into waste streams, empowering us to prioritize waste prevention efforts and enhance the integrity of our zero waste program.",41,Tracking zero waste: Building a data-driven foundation for accountability and impact,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"By continually refining our methodologies, we uphold the spirit of zero waste while laying the groundwork for long-term sustainability.",41,Tracking zero waste: Building a data-driven foundation for accountability and impact,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24 we diverted approximately 26,000 metric tons of waste from being landfilled or incinerated across our owned datacenters and campuses.",41,Waste Table 1 Diverting operational waste from landfills and incinerators,other,,"26,000 metric tons",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft has made significant strides toward achieving its zero waste commitment since 2020.,42,Reducing waste at our campuses and datacenters,attribute,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"From achieving zero waste validation at five offices to deploying innovative solutions for waste prevention and diversion, we are transforming our operations to minimize environmental impact.",42,Reducing waste at our campuses and datacenters,attribute,,,,,own operations,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24, we reached an 85.3% waste diversion rate for construction and demolition projects, surpassing our 75% 2030 target six years ahead of schedule.",42,Reducing waste at our campuses and datacenters,achievement,achievement,85.3%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24, we reached an 85.3% waste diversion rate for construction and demolition projects, surpassing our 75% 2030 target six years ahead of schedule.",42,Reducing waste at our campuses and datacenters,achievement,achievement,85.3%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"At our Puget Sound campus, the East Campus Modernization Project, a 72-acre redevelopment encompassing 3 million square feet of office spaces, dining halls, an underground garage, and a central utility plant, achieved an 85% diversion rate for construction and demolition waste.",42,Reducing waste at our campuses and datacenters,achievement,achievement,3 million,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Similarly, the expansion of our Belgrade, Serbia office achieved an 80% diversion rate through separation of recyclable materials, such as gypsum board, plastic, and cardboard, diverting a total of 110 metric tons of waste.",42,Reducing waste at our campuses and datacenters,achievement,achievement,80%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, our campuses made progress toward our target of diverting 90% of our operational waste by 2030.",42,Reducing waste at our campuses and datacenters,target,,90%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"During the year, Shanghai, Beijing, and Suzhou campuses achieved UL Platinum Zero Waste validation, and our Dublin and Hyderabad facilities achieved UL Gold Zero Waste validation.",42,Reducing waste at our campuses and datacenters,attribute,achievement,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In addition to these new accomplishments, our Puget Sound headquarters, Microsoft’s largest global workplace, maintained its TRUE zero waste certification for the eighth consecutive year.",42,Reducing waste at our campuses and datacenters,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Looking forward, additional facilities in North America, Europe, and Asia are on track to achieve UL Zero Waste validation.",42,Reducing waste at our campuses and datacenters,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, Microsoft’s hardware recycling program collected nearly 240,000 e-waste units, diverting 1,400 metric tons of waste.",42,Reducing waste at our campuses and datacenters,other,,"1,400 metric tons",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Nine campuses across India, China, Ireland, the United Kingdom, and the United States are using AI to optimize food preparation, reducing over 400 metric tons of food waste.",42,Reducing waste at our campuses and datacenters,other,,400 metric tons,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
These efforts have resulted in the diversion of approximately 270 metric tons of waste from landfills.,42,Reducing waste at our campuses and datacenters,other,,270 metric tons,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Our China campuses began to shift away from single-use plastics in their kitchen operations to reusable containers, which effectively avoided over 4 metric tons of waste in 2024.",42,Reducing waste at our campuses and datacenters,achievement,achievement,4 metric tons,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft’s datacenter operations are at the forefront of our zero waste initiatives.,42,Reducing waste at our campuses and datacenters,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"To achieve zero waste in our operations, a primary objective is to prevent waste generation from the outset.",42,Reducing waste at our campuses and datacenters,attribute,,,,,own operations,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24 Microsoft increased reuse and recycling of servers and components to 90.9%, exceeding the 90% target.",43,Improving reuse and recycling of servers and components for all cloud hardware,other,,90.9%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Recognizing that employee participation can accelerate our zero waste impact, we are engaging our workforce to play an active role in these efforts.",43,Improving reuse and recycling of servers and components for all cloud hardware,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"We also coordinated local zero waste engagement events that reached hundreds of datacenter employees, fostering a culture of sustainability across datacenter operations.",43,Improving reuse and recycling of servers and components for all cloud hardware,attribute,achievement,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
LinkedIn contributed to our zero waste achievements by advancing waste reduction across its offices and datacenters.,43,LinkedIn Advancing waste reduction,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, LinkedIn’s San Francisco office earned UL Gold Zero Waste Certification by diverting over 97% of operational waste.",43,LinkedIn Advancing waste reduction,attribute,,97%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Other sites engaged in partnerships to upcycle or donate 46.7 metric tons of carpet and repurpose over 600 pieces of furniture, which diverted 11.3 metric tons of waste and avoided 29.6 metric tons of carbon emissions.",43,LinkedIn Advancing waste reduction,achievement,achievement,46.7 metric tons,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Cloud hardware and packaging are a critical component of Microsoft’s zero waste commitment, and we are proud to have achieved our target for reusing and recycling cloud hardware a year ahead of our 2025 deadline.",44,Advancing circular cloud hardware and packaging,target,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Over the last several years, we’ve implemented design specifications for hardware and packaging with our suppliers requiring minimum recycled content and sustainable design.",44,Advancing circular cloud hardware and packaging,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Launched in 2020 with the opening of a first-ofits-kind facility, the Circular Centers have achieved 91% reuse and recycling in FY24—exceeding our 2025 target ahead of schedule.",44,Advancing circular cloud hardware and packaging > Improving reuse and recycling in cloud hardware,achievement,achievement,91%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
Circular Centers have achieved 91% reuse and recycling in FY24— exceeding our 2025 target ahead of schedule.,44,Advancing circular cloud hardware and packaging > Improving reuse and recycling in cloud hardware,achievement,achievement,91%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
All new cloud hardware programs must meet minimum recycled content requirements for plastic and steel.,44,Advancing circular cloud hardware and packaging > Improving reuse and recycling in cloud hardware,attribute,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
These include the qualifications of materials such as 20% certified recycled steel and 50% certified recycled resins.,44,Advancing circular cloud hardware and packaging > Improving reuse and recycling in cloud hardware,attribute,,20%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, our Boydton Circular Center completed a successful pilot for internally reusing solid-state drives, paving the way for broader reuse of high-impact components in the future.",44,Advancing circular cloud hardware and packaging > Improving reuse and recycling in cloud hardware,achievement,achievement,"2024,",,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Last year, packaging from over 30,000 server racks was processed through our recycling program, diverting over 2,500 metric tons of waste from landfills.",45,Advancing circular cloud hardware and packaging > Increasing circularity of cloud packaging,other,,"2,500 metric tons",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
In FY24 we achieved a rate of 94.8% recyclability across all Microsoft product packaging.,45,Designing our product packaging for circularity,achievement,achievement,94.8%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Devices and packaging are integral to Microsoft’s circular economy strategy, complementing the zero waste initiatives implemented across datacenters.",46,Improving device and packaging circularity,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Microsoft Devices supply chain has transitioned from the use of palletized containers to looseloaded containers for shipments of Xbox consoles in ocean shipments from our contract manufacturers, driving emissions savings of 136 m t C O subscript 2 e through load optimization.",46,Improving device and packaging circularity > Reducing waste in packaging design,achievement,achievement,136,,,supply chain,0.67,data/raw/microsoft/2024_sustainability_report.pdf
In FY24 we achieved a rate of 4.0% single-use plastics across all Microsoft product packaging.,47,Waste Table 4 Reducing single-use plastics,achievement,achievement,4.0%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft worked with 82 supplier factories to achieve waste diversion rates of 90% or higher in the manufacturing process.,47,Waste Table 4 Reducing single-use plastics > Improving data and supplier partnerships for circular design,other,,90%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Among these, 25 factories obtained UL 2799 Zero Waste to Landfill certification, and 57 factories passed the Responsible Sourcing annual waste data validation.",47,Waste Table 4 Reducing single-use plastics > Improving data and supplier partnerships for circular design,attribute,,25,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Together, these efforts diverted more than 100,000 metric tons of waste from landfills or incineration.",47,Waste Table 4 Reducing single-use plastics > Improving data and supplier partnerships for circular design,other,,"100,000 metric tons",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Our responsible sourcing criteria for recycled materials utilizes a third-party certification scheme that verifies the percentage of recycled content and assesses responsible sourcing practices at collection and processing sites.,47,Waste Table 4 Reducing single-use plastics > Promoting responsible sourcing with device manufacturing,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Five Surface products launched in FY24 are manufactured using recycled aluminum certified by the UL 2809 standard, which assesses labor safety, community impacts, and environmental contributions.",47,Waste Table 4 Reducing single-use plastics > Promoting responsible sourcing with device manufacturing,achievement,achievement,2809,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Microsoft has made tremendous progress towards zero waste over the past five years, including the accomplishment of two of our key targets ahead of schedule, the global deployment of our Circular Centers, and the establishment of robust methodology and governance processes.",48,Waste Table 4 Reducing single-use plastics > Promoting responsible sourcing with device manufacturing,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
Preventing waste remains the core of our zero waste strategy.,48,Waste Table 4 Reducing single-use plastics > Promoting responsible sourcing with device manufacturing,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
Combining quantitative data with qualitative insights from our regional operators allows us to make informed investments and advance our zero waste commitments.,48,Waste Table 4 Reducing single-use plastics > Promoting responsible sourcing with device manufacturing,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
Our target Taking responsibility for our land footprint We will take responsibility for the ecosystem impacts of our direct operations by protecting more land than we use by 2025.,49,"Total land contracted to be protected 17,439 acres",target,firm,,,2025,,0.25,data/raw/microsoft/2024_sustainability_report.pdf
"Programs like the Arizona Clean Energy Workforce Development Program provide job training opportunities, equipping residents with skills for careers in clean energy and environmental restoration.",53,ChangeX Scaling grassroots impact > Advancing community vitality through ecosystem restoration,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"The Global Renewables Watch (GRW), a collaboration between Microsoft, Planet Labs PBC, and The Nature Conservancy, uses AI and satellite imagery to track clean energy transitions while considering land use and environmental impacts.",56,Scaling AI tools for conservation > Scaling ecosystem monitoring to energy systems,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"By democratizing access to renewable energy insights, we empower decision-makers to make informed, responsible environmental choices and accelerate global clean energy adoption.",56,Scaling AI tools for conservation > Scaling ecosystem monitoring to energy systems,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
Now Envirotainer can measure and report across its value chain and use insights to form reduction strategies to help reach net zero by 2050.,59,Microsoft for Sustainability: Creating impact with data and AI > Scaling progress with customers,target,,,,2050,value chain,0.5,data/raw/microsoft/2024_sustainability_report.pdf
