sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"We define more sustainable as sourced from recycled materials, from farms certified as producing organic cotton, or through the Better Cotton Initiative.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
Amazon and Whole Foods Market fresh and frozen beef sourced from regions with low deforestation risk or with full supply chain traceability in our Grocery Private Brands in North America and Europe by the end of 2025.,50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,target,,,,2025,supply chain,0.5,data/raw/amazon/2022_sustainability_report.pdf
"We define more sustainable as sourced from recycled materials, from farms certified as producing organic cotton, or through the Better Cotton Initiative.",50,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Polyester Increase the use of recycled fabrics in Amazon Private Brands apparel products, including moving from conventional to recycled polyester, and launching products made from innovative recycled fibers.",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"We are increasing the use of recycled fabrics in Amazon Private Brands apparel products, including moving from conventional to recycled polyester.",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In North America and Europe, Grocery Private Brands are committed to sourcing paper products such as paper towels, toilet paper, and facial tissue that are certified against sustainability standards, or as recycled by organizations such as the Forest Stewardship Council (FSC), Sustainable Forestry Initiative (SFI), and Programme for the Endorsement of Forest Certification (PEFC).",51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,firm,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
Make all 365 by Whole Foods Market paper products either from 100% recycled materials or certified by FSC.,51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,100%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
All 365 by Whole Foods Market paper products (paper towels and toilet paper) are either made from 100% recycled materials or certified by FSC.,51,Materials and Agricultural Commodities Sourcing > Goal or Ambition Progress In-Scope Product Categories,attribute,,100%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
This includes designing our devices with carbon reduction in mind and manufacturing them using responsibly sourced materials.,52,Materials and Agricultural Commodities Sourcing > Innovating Our Products and Services Product Sustainability,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, Amazon became the first consumer electronics company to commit to addressing device electricity use through renewable energy development, starting with our Echo devices.",52,Reducing the Carbon Impact of Devices,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Through imec’s Sustainable Semiconductor Technologies and Systems (SSTS) program, we are developing consistent measurement methods, dataexchange standards, and a collaborative net-zero carbon roadmap for fabless system companies and fab, material, and equipment providers.",52,Reducing the Carbon Impact of Devices,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
We incorporate recycled materials into many new devices.,52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, we set a very ambitious goal to make Amazon device packaging 100% recyclable by 2023, a first for the consumer electronics industry.",52,Device Materials Sourcing Standards,target,,100%,,2023,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Of our 2022 product launches, 79.5% (31 of 39) had 100% recyclable packaging.",52,Device Materials Sourcing Standards,attribute,,79.5%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Amazon is increasing recycled content in our devices, including Echo, Fire TV, Fire tablet, Kindle, and smart home products.",52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
This includes designing our devices with carbon reduction in mind and manufacturing them using responsibly sourced materials.,52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, Amazon became the first consumer electronics company to commit to addressing device electricity use through renewable energy development, starting with our Echo devices.",52,Reducing the Carbon Impact of Devices,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
We incorporate recycled materials into many new devices.,52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Through imec’s Sustainable Semiconductor Technologies and Systems (SSTS) program, we are developing consistent measurement methods, dataexchange standards, and a collaborative net-zero carbon roadmap for fabless system companies and fab, material, and equipment providers.",52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"In 2020, we set a very ambitious goal to make Amazon device packaging 100% recyclable by 2023, a first for the consumer electronics industry.",52,Device Materials Sourcing Standards,target,,100%,,2023,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Of our 2022 product launches, 79.5% (31 of 39) had 100% recyclable packaging.",52,Device Materials Sourcing Standards,attribute,,79.5%,,,,0.5,data/raw/amazon/2022_sustainability_report.pdf
"Amazon is increasing recycled content in our devices, including Echo, Fire TV, Fire tablet, Kindle, and smart home products.",52,Device Materials Sourcing Standards,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Since 2020, many of our Echo, Fire TV, Fire tablet, Kindle e-reader, and smart home devices and accessories have received sustainability certifications included in the Climate Pledge Friendly program.",53,Device Certifications,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Many of these products qualified for the Climate Pledge Friendly badge by achieving the Carbon Trust’s Reducing CO2 certification, which highlights products with an associated carbon footprint that is decreasing annually.",53,Device Certifications,target,firm,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"As of December 2022, the Climate Pledge Friendly program added 16 certifications, giving selling partners 52 ways to qualify for Climate Pledge Friendly.",53,Climate Pledge Friendly Product Certification,target,firm,"2022,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"The new certifications recognize improvements in at least one aspect of sustainability, from recycled content to energy efficiency.",53,Climate Pledge Friendly Product Certification,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"We have enabled 19 shopping features, such as new search functions and clearer digital badges, to highlight Climate Pledge Friendly products.",53,Customer Shopping Experience,target,firm,19,,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Customers can now shop for products across Apparel, Home, Electronics, and Kitchen categories, meaning customers now have access to 550,000 Climate Pledge Friendly products, up from 250,000 in 2021.",53,Customer Shopping Experience,target,firm,"550,000",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"As of December 2022, the Climate Pledge Friendly program added 16 certifications, giving selling partners 52 ways to qualify for Climate Pledge Friendly.",53,Looking Forward,target,firm,"2022,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"The new certifications recognize improvements in at least one aspect of sustainability, from recycled content to energy efficiency.",53,Looking Forward,attribute,,,,,,0.0,data/raw/amazon/2022_sustainability_report.pdf
"Since 2020, many of our Echo, Fire TV, Fire tablet, Kindle e-reader, and smart home devices and accessories have received sustainability certifications included in the Climate Pledge Friendly program.",53,Device Certifications,target,firm,"2020,",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"We have enabled 19 shopping features, such as new search functions and clearer digital badges, to highlight Climate Pledge Friendly products.",53,Customer Shopping Experience,target,firm,19,,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
"Customers can now shop for products across Apparel, Home, Electronics, and Kitchen categories, meaning customers now have access to 550,000 Climate Pledge Friendly products, up from 250,000 in 2021.",53,Customer Shopping Experience,target,firm,"550,000",,,,0.25,data/raw/amazon/2022_sustainability_report.pdf
